Id,Title, Artist, Year, Duo, Explicit, Date Added, Styles, Languages
35064,What You Want,Mase,1998,0,0,2013-12-03,"R&B,Rap",English
42861,What You Want,Legally Blonde,2006,0,0,2013-07-24,"Musical,TV & movie soundtrack,Pop",English
37935,What You Want,Evanescence,2011,0,0,2013-06-05,"Hard/Metal,Rock,Alternative",English
6849,What You Won't Do For Love,Bobby Caldwell,1978,0,0,2011-10-20,"Soul,Pop",English
36169,What You Won't Do For Love,Go West,1992,0,0,2011-07-09,Soul,English
21568,What You're Doing,The Beatles,1964,0,0,2011-05-31,Rock 'n Roll,English
6248,What You\'re Made Of (M\xc3\xaame si),Lucie Silvas,2006,1,0,2011-05-30,"Pop,French pop,Duet","English,French"
31867,What You're Proposing,Status Quo,1980,0,0,2014-11-27,"Rock,Pop",English
46783,What'cha Gonna Do,Eternal,1999,0,0,2014-05-13,"R&B,Soul",English
54416,What'd I Miss,Hamilton,2015,0,0,2018-01-25,"Musical,Rap,Pop",English
13979,What'd I Say,Ray Charles,1963,0,0,2011-05-31,"Soul,Gospel",English
10850,What\'d I Say,Elvis Presley,1964,0,0,2017-02-27,"Rock \'n Roll,TV & movie soundtrack",English
18657,What'll I Do,Linda Ronstadt,1983,0,0,2015-04-08,"Jazz,Love",English
49118,What\'ll Keep Me Out Of Heaven,Brandy Clark,2013,0,0,2015-05-31,"Country,Soft rock",English
39517,What's A Girl To Do,Bat For Lashes,2007,0,0,2012-03-15,Alternative,English
16340,What's A Guy Gotta Do,Joe Nichols,2005,0,0,2018-01-08,Country,English
16921,What's A Woman?,Vaya Con Dios,1990,0,0,2011-05-31,"Soul,Love",English
30148,What's Easy For Two Is So Hard For One,Mary Wells,1964,0,0,2011-05-31,"Oldies,Soul",English
30332,What's Forever For,Michael Martin Murphey,1982,0,0,2011-11-25,Soft rock,English
10202,What's Going On,Marvin Gaye,1971,0,0,2007-07-31,Soul,English
44945,What's Going On,Donny Hathaway,1972,0,0,2013-10-08,"Soul,Jazz",English
50926,What's Going On,Seal,2011,0,0,2016-04-05,"Pop,Soul",English
25223,What's Going On,Taste,1970,0,0,2012-06-13,Rock,English
8050,What's Going On?,All Star Tribute,2001,0,0,2013-11-12,R&B,English
35166,What's It Gonna Be,Busta Rhymes,1999,0,0,2013-12-07,"R&B,Rap",English
11590,What's Left Of Me,Nick Lachey,2006,0,0,2011-05-31,"Pop,Rock",English
36851,What's Left Of The Flag,Flogging Molly,2002,0,0,2011-07-16,"Celtic,Punk/Grunge",English
13766,What's Love Got To Do With It,Tina Turner,1984,0,0,2011-05-31,"Pop,Love",English
34425,What's Love Got To Do With It,Warren G,1996,0,0,2012-01-18,"Rap,Pop",English
8698,What's My Age Again?,Blink-182,1999,0,1,2015-09-24,"Punk/Grunge,Pop,Rock",English
34911,What's My Name,Rihanna,2010,0,0,2011-05-30,R&B,English
39390,What's My Scene?,Hoodoo Gurus,1987,0,0,2013-01-23,"Rock,Alternative",English
6727,What's New Pussycat?,Tom Jones,1967,0,0,2013-02-21,"Pop,Oldies",English
34869,What's On Tonight,Montell Jordan,1997,0,0,2014-05-30,"R&B,Rap",English
34320,What\'s This?,The Nightmare Before Christmas,1993,0,0,2011-05-31,"TV & movie soundtrack,Christmas,Musical",English
41853,"What\'s Up, Duloc?",Shrek,2008,0,0,2013-03-01,Musical,English
24815,What's Your Name,Lynyrd Skynyrd,1977,0,0,2011-05-31,Rock,English
27563,Whataya Want From Me,Adam Lambert,2009,0,0,2011-05-30,"Pop,Rock",English
35176,Whataya Want From Me (Acoustic),Adam Lambert,2010,0,0,2011-05-30,"Folk,Pop",English
6331,Whatcha Gonna Do?,Pablo Cruise,1977,0,0,2018-05-14,"Funk,Rock",English
41464,Whatcha Reckon,Josh Turner,2012,0,0,2012-09-18,Country,English
24695,Whatcha Say,Jason Derulo,2009,0,0,2011-05-30,R&B,English
6843,Whatcha See Is Whatcha Get,The Dramatics,1971,0,0,2018-05-04,"Soul,Funk",English
53282,Whatchugot,Caro Emerald,2017,0,0,2017-07-10,Pop,English
44800,Whatever,Cro,2013,0,0,2014-05-05,"Pop,Rap",German
18275,Whatever Gets You Thru The Night,John Lennon,1974,0,0,2012-05-17,Rock,English
23732,Whatever Happened to Saturday Night?,The Rocky Horror Show,1970,0,0,2011-05-30,"Musical,TV & movie soundtrack,Rock \'n Roll",English
22657,Whatever It Is,Zac Brown Band,2009,0,0,2011-05-30,"Soft rock,Country",English
53170,Whatever It Takes,Imagine Dragons,2017,0,0,2017-06-06,Pop,English
26941,Whatever It Takes,Michael Bubl\xc3\xa9,2009,1,0,2011-05-30,"Soft rock,Jazz,Duet",English
19916,Whatever It Takes,Lifehouse,2007,0,0,2011-05-30,"Pop,Rock",English
19221,Whatever Lola Wants (Lola Gets),Sarah Vaughan,1954,0,0,2011-11-29,"Jazz,Oldies",English
25639,"Whatever Lola Wants, Lola Gets",Damn Yankees (musical),1955,0,0,2011-05-30,Musical,English
28182,Whatever She Wants,Jars Of Clay,2003,0,0,2012-09-17,Rock,English
36220,Whatever U Want,Tony! Toni! Ton\xc3\xa9!,1992,0,0,2011-10-19,"Soul,R&B",English
44789,Whatever We Imagine,James Ingram,1982,0,0,2016-07-22,"Love,Soul,Pop",English
18393,Whatever You Do! Don't!,Shania Twain,1998,0,0,2016-06-17,"Country,Pop,Rock",English
20754,Whatever You Like,T.I.,2008,0,0,2018-06-15,Rap,English
31440,Whatever You Need,Tina Turner,2000,0,0,2011-05-30,"Rock,Soul",English
13767,Whatever You Want,Status Quo,1979,0,0,2012-02-01,Rock,English
54567,Whatever You Want,Pink,2017,0,0,2017-12-06,Pop,English
30714,Whatever You Want,Tina Turner,1996,0,0,2011-05-31,"Pop,Rock",English
11387,Whatta Man,En Vogue,1993,1,0,2012-02-07,"Rap,R&B,Duet",English
13764,Who Am I? (What's My Name),Snoop Dogg,1993,0,0,2017-06-16,Rap,English
44557,Who Is He (And What Is He To You),Bill Withers,1972,0,0,2013-08-02,Soul,English
33771,You Can't Always Get What You Want,The Rolling Stones,1969,0,0,2011-11-22,Rock,English
39933,You Can't Get What You Want (Till You Know What You Want),Joe Jackson,1984,0,0,2013-05-13,"Pop,Jazz,Soul",English
29849,You Don't Know What It's Like,Econoline Crush,2001,0,0,2014-01-18,"Alternative,Rock,Punk/Grunge",English
43104,You Don't Know What Love Is,George Benson,1989,0,0,2013-05-21,"Soul,Jazz",English
12855,You Don't Know What Love Is (You Just Do as You're Told),The White Stripes,2007,0,0,2013-03-15,"Rock,Punk/Grunge,Alternative",English
9340,You Get What You Give,The New Radicals,1996,0,0,2011-05-31,Rock,English
30970,You Got What It Takes,Showaddywaddy,1977,0,0,2018-01-03,Rock 'n Roll,English
46351,You Know What They Do To Guys Like Us In Prison,My Chemical Romance,2004,0,0,2014-02-25,"Alternative,Rock,Punk/Grunge",English
30837,You Know What's Up,Donell Jones,1999,0,0,2011-12-04,R&B,English
0000,Ain\'t What It Used To Be,"Mullins, Megan",Year, Duo, Explicit, Date Added, Styles, Languages
0000,"Whatmore, Sarah",Year, Duo, Explicit, Date Added, Styles, Languages
0000,Call It What You Want,Artist, Year, Duo, Explicit, Date Added, Styles, Languages
0000,Calling All Hearts,Foster The People,Year, Duo, Explicit, Date Added, Styles, Languages
0000,Come Back To What You Embrace, Artist, Year, Duo, Explicit, Date Added, Styles, Languages
0000,Come What May,"Duets/Kidman, Nicole &", Year, Duo, Explicit, Date Added, Styles, Languages
0000,Do What You Gotta Do,Garth Brooks,Year, Duo, Explicit, Date Added, Styles, Languages
0000,Do What You Have To Do,Sarah McLachlan, Year, Duo, Explicit, Date Added, Styles, Languages
0000,Do You Feel What I Feel,JLS,Year, Duo, Explicit, Date Added, Styles, Languages
0000,Do You Hear What I Hear,Christmas,Year, Duo, Explicit, Date Added, Styles, Languages
0000,Do You Know (What It,Robyn,Year, Duo, Explicit, Date Added, Styles, Languages
0000,Salt 'N Pepa, Do You Know What I,Year, Duo, Explicit, Date Added, Styles, Languages
0000,Know What Time It Is,Lee Michaels, Year, Duo, Explicit, Date Added, Styles, Languages
0000,Doin' What Comes,Dinah Shore, Year, Duo, Explicit, Date Added, Styles, Languages
0000,Doin' What She Likes, Blake Shelton, Year, Duo, Explicit, Date Added, Styles, Languages
0000,Don't Know What You, Cinderella, Year, Duo, Explicit, Date Added, Styles, Languages
0000,Don't Tell Me What To Do, Pam Tilius, Year, Duo, Explicit, Date Added, Styles, Languages
0000,Don't You Know What, Steve Winwood,Year, Duo, Explicit, Date Added, Styles, Languages
0000,Finish What We Started,Diamond Rio, Year, Duo, Explicit, Date Added, Styles, Languages
0000,Finish What Ya Started,Van Halen,Year, Duo, Explicit, Date Added, Styles, Languages
0000,For What It's Worth,Buffalo Springfield,Year, Duo, Explicit, Date Added, Styles, Languages
0000,Hey Whatever,Westlife,Year, Duo, Explicit, Date Added, Styles, Languages
0000,I Always Get What I Want,Pussycat Dolls,Year, Duo, Explicit, Date Added, Styles, Languages
0000,I Am What I Am, Musical/La Cage Aux, Year, Duo, Explicit, Date Added, Styles, Languages
0000,I Did What I Did For,Tony Christie,Year, Duo, Explicit, Date Added, Styles, Languages
0000,I Know What Boys Like, The Waitresses, Year, Duo, Explicit, Date Added, Styles, Languages
0000,I Know What You Did,Shawn & Camila Mendes, Year, Duo, Explicit, Date Added, Styles, Languages
0000,I Know What You Want, Busta Rhymes & M., Year, Duo, Explicit, Date Added, Styles, Languages
0000,What I'm Looking For,Artist, Year, Duo, Explicit, Date Added, Styles, Languages
0000,I Want You With Me,Artist, Year, Duo, Explicit, Date Added, Styles, Languages
0000,I Want To Know What,Mariah Carey, Year,Duo, Explicit, Date Added, Styles, Languages
0000,If She Knew What She,The Bangles, Year, Duo, Explicit, Date Added, Styles, Languages
0000,It Is No Secret (What God,Christian,Artist, Year, Duo, Explicit, Date Added, Styles, Languages
0000,It'z Just What We Do,Florida Georgia Line,Year, Duo, Explicit, Date Added, Styles, Languages
0000,Just What I Always,Meri Wilson, Year, Duo, Explicit, Date Added, Styles, Languages
0000,Just What I Am (explicit),Kid Cudi feat King Chip,Year, Duo, Explicit, Date Added, Styles, Languages
0000,Just What I Do,Trick Pony,Year, Duo, Explicit, Date Added, Styles, Languages
0000,Just What I Needed,The Cars, Year, Duo, Explicit, Date Added, Styles, Languages
0000,Just What The Doctor,Ted Nugent, Year, Duo, Explicit, Date Added, Styles, Languages
0000,Listen To What The Man,Paul McCartney & Wings,Year, Duo, Explicit, Date Added, Styles, Languages
0000,Maybe That's What It,Alex Parks,Year, Duo, Explicit, Date Added, Styles, Languages
0000,Musical A Star Is Born Ms. What's Her Name,Single Tree,Year, Duo, Explicit, Date Added, Styles, Languages
0000,My Songs Know What,Fall Out Boy,Year, Duo, Explicit, Date Added, Styles, Languages
0000,Nice For What,Drake,Year, Duo, Explicit, Date Added, Styles, Languages
0000,No Matter What,Badfinger,Year, Duo, Explicit, Date Added, Styles, Languages
0000,Now That I Know What I,Ronan & Brian Keating, Ronan & Brian, Year, Duo, Explicit, Date Added, Styles, Languages
0000,"Oh Babe, What Would",Hurricane Smith,Year, Duo, Explicit, Date Added, Styles, Languages
000,On What You're On,Busted,Year, Duo, Explicit, Date Added, Styles, Languages
0000,See What Love Can Do,Eric Clapton, Year, Duo, Explicit, Date Added, Styles, Languages
0000,So What,Tammy Cochran,Year, Duo, Explicit, Date Added, Styles, Languages
0000,So What If I,Damage,Year, Duo, Explicit, Date Added, Styles, Languages
0000,That's What Angels Do,Lila McCann, Year, Duo, Explicit, Date Added, Styles, Languages
0000,That's What Breaking,George Strait, Year, Duo, Explicit, Date Added, Styles, Languages
0000,That's What Brothers Do,Confederate Railroad,Year, Duo, Explicit, Date Added, Styles, Languages
0000,That's What Friends Are,Dionne Warwick &,Year, Duo, Explicit, Date Added, Styles, Languages
0000,This Is What You Came This Is Love,"Harris, Calvin & RihannaWil I Am & Eva Simmons",
0000,To Do What I Do,"Jackson, Alan",
0000,Turn Down For What,DJ Snake & Lil Jon,
0000,UntitledWhatever,,
0000,Watch What Happens,Musical/Newsies,
0000,What A Beautiful Day,"Cagle, Chris",
0000,What A Beautiful Name,Sons Of The DesertHillsong United & Worship,
0000,What A Difference A Day,"Washington, Dinah",
0000,What A Difference,"Milsap, Ronnie",
0000,What A Feeling,"Gaudino, Alex & Kelly",
0000,What A Fool Believes,"Doobie Brothers, The",
0000,What A Friend We Have,Christian,
0000,What A Girl Wants,"Aguilera, Christina",
0000,What A Good Boy,Barenaked Ladies,
0000,What A Man My Man Is,"Anderson, Lynn",
0000,What A Memory,"Lawrence, Tracy",
0000,What A Merry Christmas,"Christmas/Strait, George",
0000,What A Mouth,"Steele, Tommy",
0000,What A Night,Loveable Rogues,
0000,What A Piece Of Work Is,Musical/Hair,
0000,What Can I Do,Secondcity,
0000,What Can I Say,"Scaggs, Boz",
0000,What Child Is This,Christmas,
0000,Sum 41What Coud Have Been,Ginuwine,
0000,"Rimes, LeAnnWhat Could Have Been",Ginuwine,
0000,"Pardi, JonWhat Did Delaware",Standards/Traditional,
0000,"Guetta, David & Emeli What Difference Does it","Smiths, The",
0000,What Do I Know,Ricochet,
0000,What Do Ya Think About,Montgomery Gentry,
0000,What Do You Know,"Yoakam, Dwight",
0000,What Do You Mean,"Bieber, Justin",
0000,What Do You Say,"McEntire, Reba",
0000,What Do You Say To,"Strait, George",
0000,What Do You Take Me,"Lott, Pixie & Pusha T",
0000,What Do You Want,"Faith, Adam",
0000,What Do You Want From,"Yates, Billy",
0000,What Do You Want The,"Scaggs, Boz",
0000,What Do You Want To,"Ford, Emile & Checkmates",
0000,What Does It Take To,"Walker, Junior & The All",
0000,What Doesn\'t Kill You,"Clarkson, Kelly",
0000,What Goes Around,"Timberlake, Justin",
0000,What Happened,"Wilson, Gretchen",
0000,What Happens,Duran Duran,
0000,What Have I Done,"Rimes, LeAnn",
0000,What Have I Done To,"Pet Shop Boys, The",
0000,What If I\'m Right,"Thom, Sandi",
0000,What If It All Goes Right,"Lawson, Melissa",
0000,"Tams, TheWhat If It\'s Me","Day, Jennifer",
0000,What If It\'s You,"McEntire, Reba",
0000,What If Jesus Comes,"Raye, Collin",
0000,What If She\'s An Angel,"Steiner, Tommy Shane",
0000,What Ifs,"Brown, Kane",
0000,What Ifs (instrumental),"Brown, Kane",
0000,What I\'m For,"Green, Pat",
0000,What In The World,"Supernaw, Doug",
0000,What In The World\'s,"Scott, Jack",
0000,What Is & What Should,Led Zeppelin,
0000,What Is Hip,Tower Of Power,
0000,What Is It,Baby Bash & Sean,
0000,What Is Life,"Harrison, George",
0000,What Is Life Without,"Arnold, Eddy",
0000,What Is Love,Haddaway,
0000,What Is This Feeling,"Chenowith, Kristin",
0000,What It Ain\'t,"Turner, Josh",
0000,What It Feels Like For A,Madonna,
0000,What It Is To Burn,Finch,
0000,What It Takes,"Gregory, Adam",
0000,What It's Like,Everlast,
0000,What I've Been Looking,Musical/High School,
0000,What I\'ve Been Waiting,"McKnight, Brian",
0000,What I\'ve Done,"Brooks, GarthLinkin Park",
0000,What I\'ve Got In Mind,"Gill, VinceSpears, Billie Jo",
0000,What Kind Of Fool,"Raye, CollinDuets/Streisand, Barbra &",
0000,What Kind Of Fool Am I,"Cartwright, Lionel",
0000,What They\'re Talkin\',"Akins, Rhett",
0000,What This Country,"Tippin, Aaron",
0000,What Took You So Long,"Bunton, Emma",
0000,What U See (Is What U,"Spears, Britney",
0000,What Was I Thinkin\',"Bentley, Dierks",
0000,What We Ain\'t Got,"Owen, Jake",
0000,What We're All About,Sum 41,
0000,What We\'re Gonna Do,"Steiner, Tommy Shane",
0000,What Were You Thinkin',Little Texas,
0000,What Whiskey Does,"Houser, Randy",
0000,My PartWhat Whiskey Does,"Houser, Randy",
0000,I Go)What Will My Mary Say,"Mathis, Johnny",
0000,Whatever It IsWhat Will You Do With,"Brown, Zac, BandWestern Flyer",
0000,What Would Happen,"Brooks, Meredith",
0000,What Would I Be,"Doonican, Val",
0000,What Would You Do,City High,
0000,What Would You Say,"Matthews, Dave, Band",
0000,Whatever Lola WantsWhat Ya Gonna Do,Hinder,
0000,What You Are,Audioslave,
0000,What You Do,"Michele, Chrisette &",
0000,What You Give,Tesla,
0000,What You Gonna Do,"Hayes, Hunter",
0000,What You Got,Abs,
0000,What You Got (Oh No),"Timberlake, Justin",
0000,What You Know,T.I.,
0000,What You Need,INXS,
0000,What You Own,Musical/Rent,
0000,What You Think About,"Gearing, Ashley",
0000,What You Waiting For,"Saturdays, The",
0000,What You Won\'t Do For,"Caldwell, Bobby",
0000,What You\'re Made Of,"Silvas, Lucie",
0000,Whataya Want From Me,"Lambert, Adam",
0000,Whatcha Gonna Do,Cowboy Mouth,
0000,What\'s Forever For,"Murphey, Michael Martin",
0000,What\'s Goin\' On,"Gaye, Marvin",
0000,What\'s Going On In Your,"Strait, George",
0000,What\'s Happened To,"Colter, Jessi",
0000,What\'s He Doing In My,"Arnold, Eddy",
0000,What\'s In It For Me,"Berry, John",
0000,What\'s It Gonna Be,"McKnight, Brian",
0000,What's It Like,Santana,
0000,What\'s Left Of Me,"Lachey, Nick",
0000,What's Left of the Flag,Flogging Molly,
0000,What\'s Love Got To Do,"Turner, Tina",
0000,What's Luv,Fat Joe & Ashanti,
0000,Whats Mine is Yours,"Brown, Kane",
0000,Whats Mine Is Yours,"Brown, Kane",
0000,What's My Age Again,Blink 182,
0000,What's My Name,Rihanna & Drake,
0000,What\'s New,"Ronstadt, Linda",
0000,What\'s New Pussycat,"Jones, Tom",
0000,What's Not To Love,Dwele,
0000,What's On Your Mind,Information Society,
0000,What\'s She Really Like,"Presley, Elvis",
0000,What's Simple Is True,Jewel,
0000,What's The Colour Of,Hollywood Beyond,
0000,"What\'s The Frequency,",R.E.M.,
0000,What\'s The Matter With,"Church, Claudia",
0000,What\'s The Use Of,"Butler, Jerry",
0000,What's This,Musical Nightmare Before,
0000,What's This Life For,Creed,
0000,What's Up,4 Non Blondes,
0000,What's Wrong,PVRIS,
0000,What\'s Your Flava,"David, Craig",
0000,What\'s Your Mama\'s,"Tucker, Tanya",
0000,What's Your Name,Lynyrd Skynyrd,
0000,When I Lost You,"Whatmore, Sarah",
0000,(That's What You Do),,
0000,Without You What Do I,"Tucker, Tanya",
0000,You Get What You Give,New Radicals,
0000,Baby That's What Love Teresa,,
0000,Baby What A Big Chicago,,
0000,"Baby You\'ve Got What It Duets/Benton, Brook &",,
0000,"Daydream (What A Day Lovin\' Spoonful, The",,
0000,"December \'63 (Oh What Four Seasons, The",,
0000,Do What U Want Lady Gaga,,
0000,"Do What Ya Gotta Do Adams, Bryan",,
0000,Down For Whatever,"Rowland, Kelly",
0000,D'You Know What I Mean,Oasis,
0000,"Find Out What\'s Presley, Elvis",,
0000,Flashdance (What A,"Cara, Irene",
0000,Moments & What Nauts,,
0000,"Girl\'s Gotta Do, A (What McCready, Mindy",,
0000,"Have We Forgotten What Bernard, Crystal",,
0000,"Heart Wants What It Gomez, Selena & The",,
0000,Hey Hey What Can I Do Led Zeppelin,,
0000,Hold On To What You Mumford & Sons,,
0000,Honky Tonkin\'s What I,"Duets/Stuart, Marty &",
0000,"I Am What I Am Gaynor, Gloria",,
0000,"I Just Don\'t Know What Springfield, Dusty",,
0000,What I Am,,
0000,"If You Know What I Mean Diamond, Neil",,
0000,It Ain't What You Do It's,Fun Boy Three &,
0000,It's What I Do,,
0000,Know What You Mean Sister 7,,
0000,"Life\'s What You Make It Montana, Hannah",,
0000,"Look What Followed Me Ball, David",,
0000,Look What I Found,,
0000,Look What The Cat Poison,,
0000,Look What They've Done Melanie,,
0000,"Look What You Made Me Swift, Taylor",,
0000,"Look What You Made Me Swift, Taylor",,
0000,Look What You've Done Jet,,
0000,"Look What You\'ve Done Green, Al",,
0000,Money (That's What I,,
0000,What To Do,,
0000,O What A Thrill,"Mavericks, The",
0000,Oh What A Beautiful,Musical/Oklahoma,
0000,Oh What A Night,"Dells, The",
0000,Oh What It Did To Me,"Tucker, Tanya",
0000,Over The Rainbow/What,,
0000,Me Get What I Want,,
0000,Powerless (Say What,,
0000,"Practice What You White, Barry",,
0000,Say What You Want,Texas,
0000,Show Me What I Am Carolina Liar,,
0000,Show Me What I'm Carolina Liar,,
0000,Whatever You've Got),,
0000,Don't Know What,,
0000,(Careful What You're,,
0000,"Stronger (What Doesn\'t Clarkson, Kelly",,
0000,Tell Me (What's Goin' On),,
0000,"Tell Me What He Said Shapiro, Helen",,
0000,"Tell Me What We\'re Stone, Joss",,
0000,"Tell Me What You See Beatles, The",,
0000,"Tell Me What You Think Nicole, Erica",,
0000,That\'s What Happens,"Tippin, Aaron",
0000,That's What I Get For,Diamond Rio,
0000,That's What I Go To,Busted,
0000,That\'s What I Like,"Mars, Bruno",
0000,That\'s What I Like About,"Montgomery, John Michael",
0000,That\'s What I Love About,"Morgan, Craig",
0000,That's What It's All About,Brooks & Dunn,
0000,That's What It's Made For,Usher,
0000,That\'s What Love Will Do,"Brown, Joe & The",
0000,That's What She Gets,Brooks & Dunn,
0000,That's What You Get,Paramore,
0000,"Then What Walker, Clay",,
0000,"This Is What It Feels Like Van Buuren, Armin &",,
0000,"This Is What Makes Us Del Rey, Lana",,
0000,This is What You Came Rihanna & David Guetta,,
0000,"Unwashed & Somewhat Bowie, David",,
0000,"What A Shame Howard, Rebecca Lynn",,
0000,"What A Waste Dury, Ian & The",,
0000,"What A Woman Knows Tyler, Kris",,
0000,"What A Woman Wants Burton, Julia",,
0000,"What A Wonderful Life Presley, Elvis",,
0000,"What A Wonderful World Armstrong, Louis",,
0000,What About Everything Carbon Leaf,,
0000,What About Love Heart,,
0000,What About Me,,
0000,What About Now,,
0000,What About Us Brandy,,
0000,What About You,,
0000,What About Your Friends TLC,,
0000,What Am I Fighting For Unklejam,,
0000,"What Am I Gonna Do Stewart, Rod",,
0000,"What Am I Gonna Do McEntire, Reba",,
0000,"What Am I To You Jones, Norah",,
0000,"What Am I Waiting For Newfield, Heidi",,
0000,"What Are We Doin\' In Duets/Rogers, Kenny &",,
0000,"What Are You Doing New Christmas/Connick, Harry",,
0000,"What Are You Waiting Saturdays, The",,
0000,What Became Of The Libertines,,
0000,"What Becomes Of The Ruffin, Jimmy",,
0000,"What Can I Do Corrs, The",,
0000,"What Have You Done For Jackson, Janet",,
0000,What Hurts The Most Cascada,,
0000,"What I Am Brickell, Edie & The New",,
0000,What I Believe,,
0000,What I Cannot Change,,
0000,What I Can't Put Down,,
0000,What I Did For Love,,
0000,What I Did Right,,
0000,What I Didn't Do,,
0000,"What I Do Brown, Chris & Plies",,
0000,What I Got Sublime,,
0000,What I Like About You Lillix,,
0000,"What I Live For VanHoy, Christine",,
0000,"What I Meant To Say Hayes, Wade",,
0000,"What I Might Do Pearce, Ben",,
0000,What I Need Ray J,,
0000,"What I Need To Do Chesney, Kenny",,
0000,"What I Really Meant To Thomson, Cyndi",,
0000,"What I Said Jones, Coco",,
0000,"What I\'d Say Conley, Earl Thomas",,
0000,What If Creed,,
0000,What If Eminem Did,,
0000,"What If I Trainor, Meghan",,
0000,What If I Do,,
0000,What If I Said,,
0000,"What If I\'m Right Stockton, Shane",,
0000,"What Kind Of Fool Do Parnell, Lee Roy",,
0000,"What Kind Of Love Crowell, Rodney",,
0000,What Kind Of Love Are Aerosmith,,
0000,What Kind of Man Florence and the Machine,,
0000,What Kind Of Man Florence & The Machine,,
0000,"What Kind Of Woman Cochran, Tammy",,
0000,"What Kinda Gone Cagle, Chris",,
0000,"What Made Milwaukee Lewis, Jerry Lee",,
0000,"What Made You Say That Twain, Shania",,
0000,"What Makes A Good Man Heavy, The",,
0000,What Makes A Man Westlife,,
0000,What Makes You One Direction,,
0000,What Makes You,,
0000,"What Makes You Bryan, Luke",,
0000,What Mattered Most,Ty Herndon, Year, Duo, Explicit, Date Added, Styles, Languages
0000,What Might Have Been, Little Texas, Year, Duo, Explicit, Date Added, Styles, Languages
0000,"What More Do You Want", Rhonda Vincent, Year, Duo, Explicit, Date Added, Styles, Languages
0000,"What My Heart Wants To",Gareth Gates, Year, Duo, Explicit, Date Added, Styles, Languages
0000,What Now, Rihanna, Year, Duo, Explicit, Date Added, Styles, Languages
0000,"What Now My Love", Shirley Bassey, Year, Duo, Explicit, Date Added, Styles, Languages
0000,"What Part Of No",Lorrie Morgan, Year, Duo, Explicit, Date Added, Styles, Languages
0000,What Planet You On, Bodyrox & Luciana,Year, Duo, Explicit, Date Added, Styles, Languages
0000,What She Is,Artist, Year, Duo, Explicit, Date Added, Styles, Languages
0000,What She's Doing Now,Artist, Year, Duo, Explicit, Date Added, Styles, Languages
0000,What The Cowgirls Do,Artist, Year, Duo, Explicit, Date Added, Styles, Languages
0000,What The Heart Wants,Artist, Year, Duo, Explicit, Date Added, Styles, Languages
0000,"What The Hell", Avril Lavigne,Year, Duo, Explicit, Date Added, Styles, Languages
0000,"What The Hell Happened",Adam Sandler, Year, Duo, Explicit, Date Added, Styles, Languages
0000,What The Water Gave Me, Florence & The Machine,Year, Duo, Explicit, Date Added, Styles, Languages
0000,What The World Needs,Wynonna,Year, Duo, Explicit, Date Added, Styles, Languages
0000,What The World Needs, Jackie DeShannon,Year, Duo, Explicit, Date Added, Styles, Languages
0000,"Whatcha See Is Whatcha",The Dramatics,Year, Duo, Explicit, Date Added, Styles, Languages
0000,Whatcha Think About, Pussycat Dolls & Missy Eliott,Year, Duo, Explicit, Date Added, Styles, Languages
0000,Whatchulookinat,Whitney Houston,Year, Duo, Explicit, Date Added, Styles, Languages
0000,"What'd I Say",Ray Charles, Year, Duo, Explicit, Date Added, Styles, Languages
0000,Whatever, En Vogue, Year, Duo, Explicit, Date Added, Styles, Languages
0000,Whatever Comes First, Oasis, Year, Duo, Explicit, Date Added, Styles, Languages
0000,"Whatever Gets You", John Lennon, Year, Duo, Explicit, Date Added, Styles, Languages
0000,Whatever Happened To Musical, Spamalot, Year, Duo, Explicit, Date Added, Styles, Languages
0000,"Whatever I Do (Wherever)", Hazell Dean,Year, Duo, Explicit, Date Added, Styles, Languages
0000,Whatever It Takes, Anita Baker,Year, Duo, Explicit, Date Added, Styles, Languages
0000,Whatever She's Got,Artist, Year, Duo, Explicit, Date Added, Styles, Languages
0000,"Whatever U Want", Christina & Joe Milian, Year, Duo, Explicit, Date Added, Styles, Languages
0000,Whatever We Imagine,Artist, Year, Duo, Explicit, Date Added, Styles, Languages
0000,"Whatever You Do, Don't",Artist, Year, Duo, Explicit, Date Added, Styles, Languages
0000,Whatever You Like,Artist, Year, Duo, Explicit, Date Added, Styles, Languages
0000,Whatever You Need,Artist, Year, Duo, Explicit, Date Added, Styles, Languages
0000,Whatever You Say,Artist, Year, Duo, Explicit, Date Added, Styles, Languages
0000,Whatever You Want,Artist, Year, Duo, Explicit, Date Added, Styles, Languages
0000,Whatever You Want, Pink,Year, Duo, Explicit, Date Added, Styles, Languages
0000,What'll I Do ,Standards/Traditional, Year, Duo, Explicit, Date Added, Styles, Languages
0000,What'll You Do About Me,Artist, Year, Duo, Explicit, Date Added, Styles, Languages
0000,"What's A Guy Got To Do", Joe Nichols, Year, Duo, Explicit, Date Added, Styles, Languages
0000,"What's A Memory Like",John Schneider, Year, Duo, Explicit, Date Added, Styles, Languages
0000,What's Come Over You,Artist, Year, Duo, Explicit, Date Added, Styles, Languages
0000,What's Coming Is Better, Deon Kipping, Year, Duo, Explicit, Date Added, Styles, Languages
0000,Whatta Man,Salt 'N Pepa & En Vogue,Year, Duo, Explicit, Date Added, Styles, Languages
0000,Whatzupwitu, Eddie Murphy, Year, Duo, Explicit, Date Added, Styles, Languages
0000,What You Want,Artist, Year, Duo, Explicit, Date Added, Styles, Languages
0000,You Don't Know What ,Standards/Traditional,Year, Duo, Explicit, Date Added, Styles, Languages
