Complete,Jaimeson,,
,,Control,
Completely,"Jackson, JanetBolton, Michael",,
,"Matrix & Futurebound & Day, Jennifer",,
,,Max Marshall,
Completement fou,Yelle,,
,,Puddle Of Mudd,
Complicated,"Johnson, Carolyn Dawn",,
,,Control Myself LL Cool J & Jennifer Lopez,
,"Lavigne, Avril",,
,,Controlla Drake,
"Complicated Song, A","Yankovic, ""Weird Al""",,
,,Controversy Prince,
Concede,Sister Hazel,,
,,"Convoy McCall, C.W.",
Concrete,"Odell, Tom",,
,,Cookie Jar Gym Class Heroes & The,
Concrete & Clay,Unit Four Plus Two,,
,,Dream,
Concrete Angel,"McBride, Martina",,
,,Cool Alesso & Roy English,
Concrete Schoolyard,Jurassic 5,,
,,"Hamilton, Anthony & David",
Conditions of my Parole,Puscifer,,
,,Banner,
Confesion,Florida Georgia Line,,
,,"Stefani, Gwen",
Confessin',"Ifield, Frank",,
,,Cool 2 Be Southern Big K.R.I.T.,
Confessions Of A,"Lohan, Lindsay",,
,,"Cool Change Little River Band, The",
Broken Heart,,,
,,"Cool For The Summer Lovato, Demi",
Confessions Part ll,Usher,,
,,"Cool Guys Don't Look at Lonely Island, The",
Confide In Me,"Minogue, Kylie",,
,,Explosions,
Confidence Man,"Healey, Jeff, Band",,
,,Cool It Down Velvet Underground,
Confident,"Lovato, Demi",,
,,"Cool Jerk Capitols, The",
Confused,"Campbell, Tevin",,
,,Cool Kids Echosmith,
Confusion,Electric Light Orchestra,,
,,Cool Me Down Jenai,
Confusion Girl,Frankmusik,,
,,Cool Rider Musical/Grease 2,
Conga,"Estefan, Gloria",,
,,"Cool To Be A Fool Nichols, Joe",
Congratulations,"Richard, Cliff",,
,,"Cool Water Laine, Frankie",
Congratulations Songs,C.O.C.,,
,,"Sons Of The Pioneers,",
Connected At The Heart,Ricochet,,
,,The,
Connection,Elastica,,
,,"Cooler Than Me Posner, Mike",
,OneRepublic,,
,,"Cop Car Urban, Keith",
Connection,OneRepublic,,
,,"Copacabana Manilow, Barry",
(Instrumental),,,
,,"Copperhead Road Earle, Steve",
"Connection, The",Phish,,
,,"Copperline Taylor, James",
Conquest,"White Stripes, The",,
,,"Cops & Robbers Hoosiers, The",
Conquistador,Procol Harum,,
,,"Corn Star Morgan, Craig",
Consider Me,"Panettiere, Hayden",,
,,"Corner Of My Life, The Anderson, Bill",
Consider Me Gone,"McEntire, Reba",,
,,Corner Of The Earth Jamiroquai,
Consider Yourself,Musical/Oliver,,
,,Corner Of The Sky Musical/Pippin,
Consideration,Rihanna & SZA,,
,,"Corner, The Common",
Constant Craving,"Lang, k.d.",,
,,Cornet Man Musical/Funny Girl,
Consume Me,Christian/DC Talk,,
,,Cornfields Allen & Ashcraft,
56facebook.com/excessskaraoke,,Page www.excessskaraoke.com,
,,XS Master by TITLE,
Song Title,Artist,Song Title Artist,
Cornflake Girl,"Amos, Tori",Counting Stars OneRepublic,
"Corrina, Corrina","Peterson, Ray",Counting The Days Collective Soul,
,"Turner, Joe","C-O-U-N-T-R-Y Diffie, Joe",
"Corrosion, The",Sisters Of Mercy,"Country & Cold Cans Bentley, Dierks",
Cosmic Girl,Jamiroquai,"Country Again Milsap, Ronnie",
Cosmic Love,Florence & The Machine,"Country Ain't Country Tritt, Travis",
Cost Of Livin',"Dunn, Ronnie","Country Boy Dickens,  ""Little"" Jimmy",
Cotton Eye Joe,"Rednex, The","Jackson, Alan",
Cotton Fields,Creedence Clearwater,"Lewis, Aaron",
,Revival,,
,,"Skaggs, Ricky",
,"Highwaymen, The","Country Boy (You Got Campbell, Glen",
,Standards/Traditional,Your Feet In L. A.),
Cough Syrup,Young The Giant,"Country Boy (You Got Campbell, Glen",
Could Have Told You So,"James, Halo",Your Feet In L.A.),
Country Boy Can Could I Have This Dance,"Murray, Anne","Williams, Hank Jr.",
,,"Survive, A",
Could I Have This Kiss,"Duets/Houston, Whitney &",,
Country Boy Can Forever,Enrique Iglesias,"Williams, Hank Jr./ George",
,,"Survive, A (Y2K) Jones/Chad Brock",
Could It Be,"Worsham, Charlie",,
,,Country Boy In Me Outshyne,
Could It Be Any Harder,"Calling, The",,
,,"Country Boy's World Aldean, Jason",
Could It Be I'm Falling In,"Spinners, The",,
Country BumpkinLove,,"Smith, Cal",
Country By The Grace Of Could It Be Magic,"Manilow, Barry","Cagle, Chris",
,,God,
,Take That,,
,,"Country Club Tritt, Travis",
Could This Be Love,"Lopez, Jennifer",,
,,"Country Comes To Town Keith, Toby",
Could You Be Loved,"Marley, Bob",,
,,Country Crazy Little Texas,
Couldn't Get It Right,Climax Blues Band,,
,,"Country Done Come To Rich, John",
Couldn't Have Said It,Meat Loaf,,
,,Town,
Better,,,
,,"Country Folks Livin' Lost Trailers, The",
Couldn't Last A Moment,"Raye, Collin",,
,,Loud,
Couldn't Stand The,"Vaughan, Stevie Ray",,
,,Country Girl Carolina Chocolate Drops,
Weather,,,
,,Primal Scream,
Could've Been,Tiffany,,
,,"Country Girl (Shake It Bryan, Luke",
Could've Been Me,"Cyrus, Billy Ray",,
,,For Me),
Count Me In,"Carter, Deana",,
,,"Country Girls Schneider, John",
Count On Me,"Duets/Houston, Whitney &",,
,,Country Grammar Nelly,
,CeCe Winans,,
,,Country House Blur,
,"Mars, Bruno",,
,,Country In My Genes,
Count On My Love,"Phair, Liz","Lynn, Loretta",
,,Country Is,
Count Your Blessings,"Crosby, Bing","Hall, Tom T.",
,,Country Junction,
Countdown,2 Chainz & Chris Brown,"Ford, ""Tennessee"" Ernie",
,,"Country Livin' Riley, Williams",
,Beyonce,,
,"Bryan, LukeBuckingham, Lindsey",Country Man,
Counting Blue Cars,Dishwalla,"Country Music Is Here Husky, Ferlin",
,,To Stay,
Counting Down The,"Imbruglia, Natalie",,
Days,,,
57facebook.com/excessskaraoke,,Page,www.excessskaraoke.com
,,XS Master by TITLE,
Song Title,Artist,Song Title,Artist
Country Music Love,Bomshel,Cowboy Song,Thin Lizzy
Song,,,
,,Cowboy Take Me Away,"Dixie Chicks, The"
Country Must Be,"Gilbert, Brantley",Cowboy Up & Party,"Warren, Darren"
Country Wide,,,
,,Down,
Country My Ass,"Watson, Dale",Cowboy Way,"Anthony, Derek"
Country On The Radio,"Shelton, Blake",Cowboys & Angels,"Lynch, Dustin"
Country Road,"Taylor, James",,
,,,"Michael, George"
Country Roads,Hermes House Band,Cowboys & Kisses,Anastacia
Country Rock Star,Marcel,Cowboys Are Frequently,"Nelson, Willie"
Country Song,"SecretlyBugg, Jake",,
Country Star,"Cowboy's Back In TownGreen, Pat",,"Adkins, Trace"
Country State Of Mind,"Cowboys Don't CryWilliams, Hank Jr.",,"Norwood, Daron"
Country Sunshine,"West, Dottie",,"Raven, Eddy"
Country Thang,"Ford, Colt & Dallas",Cowboys From Hell,Pantera
,Davidson,Cowboys Like Us,"Strait, George"
,"Montgomery, John Michael",Cowboys To Girls,"Intruders, The"
Country 'Til I Die,"Anderson, John",,
,,Cowgirl In The Sand,"Crosby, Stills, Nash &"
County Line,Sugarland,,Young
Couple Of Good Years,"Cowgirls Don't CryShelton, Ricky Van",,Brooks & Dunn
"Left, A",,,
,,Coyotes,Modest Mouse
Courage,Orianthi & Lacey,Coz I Luv You,Slade
Court Of King,"Harris, Rolf",Cracker Jack Diamond,"Raybon, Marty"
Caractacus,,,
,,Crackers,"Mandrell, Barbara"
"Courtesy Of The Red,","Keith, Toby",,
,,Cracklin' Rosie,"Diamond, Neil"
White & Blue,,,
,,Cracks In Mr. Perfect,Ne-Yo
Cousins,Vampire Weekend,,
,,Cradle,Atomic Kitten
Cover Girl,"Gracin, Joshua",,
,,Cradle Of Love,"Idol, Billy"
,New Kids On The Block,,
,,,"Preston, Johnny"
Cover Me,"Springsteen, Bruce",,
,,Crank Dat Soulja Boy,Soulja Boy
Cover Of The Rolling,Dr. Hook,,
,,Crash,"Primitives, The"
"Stone, The",,,
,,,"Stefani, Gwen"
Cover You In Kisses,"Montgomery, John Michael",,
,,,Usher
Cow Patti,"Stafford, Jim",,
,,Crash & Burn,"Rhett, Thomas"
Coward Of The County,"Rogers, Kenny",,
,,,Savage Garden
Cowboy,Kid Rock,,
,,Crash Boom Bang,Roxette
Cowboy Boogie,"Travis, Randy",,
,,Crash Course In The,"Wariner, Steve"
Cowboy Boots,Macklemore & Ryan Lewis,,
,,Blues,
Cowboy Cadillac,"Brooks, Garth",,
,,Crash Here Tonight,"Keith, Toby"
,Confederate Railroad,,
,,Crash Into Me,"Matthews, Dave, Band"
Cowboy Casanova,"Underwood, Carrie",,
,,Crash My Party,"Bryan, Luke"
Cowboy Hat,"Pardi, Jon",,
,,Crashed,Daughtry
"Cowboy In Me, The","McGraw, Tim",,
,,Crashed The Wedding,Busted
Cowboy Love,"Montgomery, John Michael",,
,,Crashin' A Party,Lumidee
"Cowboy Rides Away,","Strait, George",,
,,Crawfish,"Presley, Elvis"
The,,,
,,Crawl,"Brown, Chris"
58facebook.com/excessskaraoke,,Page,www.excessskaraoke.com
,,XS Master by TITLE,
Song Title,Artist,Song Title Artist,
Crawl,Kings Of Leon,"Crazy Life Rushlow, Tim",
Crawling,Linkin Park,Crazy Little Thing Called Queen,
,,Love,
Crawling In The Dark,Hoobastank,,
"Yoakam, DwightCrawling Up A Hill","Melua, Katie",,
,,"Crazy Love Allman Brothers Band,",
Crazier,"Swift, Taylor",,
,,The,
Crazy,Aerosmith,,
,,"Morrison, Van",
,"Cline, Patsy",,
,,Poco,
,"Davis, Alana",,
,,"Crazy Luv Alexander, Aaron",
,Gnarls Barkley,,
,,Crazy Nights Kiss,
,K-Ci & JoJo,,
,,Crazy On You Heart,
,"Morissette, Alanis",,
,,"Crazy One More Time Moore, Kip",
,"Rimes, LeAnn",,
,,"Crazy Possessive Battaglia, Kaci",
,"Rogers, Kenny",,
,,Crazy Rap Afroman,
,Seal,,
,,"Crazy Stupid Love Cole, Cheryl & Tinie",
,Simple Plan,,
,,Tempah,
,"Wilson, Gretchen",,
,,"Crazy Town Aldean, Jason",
Crazy (Baby),"Patterson, Rahsaan",,
,,"Crazy Train Osbourne, Ozzy",
Crazy (You Drive Me),"Cheese, Richard",,
,,"Crazy Women Rimes, LeAnn",
,"Spears, Britney",,
,,Cream Prince,
Crazy About Her,"Stewart, Rod",,
,,"Creep Cheese, Richard",
Crazy Arms,"Price, Ray",,
,,Radiohead,
Crazy Beat,Blur,,
,,Stone Temple Pilots,
Crazy Bitch,Buckcherry,,
,,TLC,
Crazy 'Bout You Baby,"Cyrus, Billy Ray",,
,,"Creep, the Lonely Island, The",
Crazy Chick,"Church, Charlotte",,
,,"Creepin' Church, Eric",
Crazy Days,"Gregory, Adam",,
,,"Creepin' In Duets/Jones, Norah &",
Crazy Downtown,"Sherman, Allan",,
,,Dolly Parton,
Crazy Dreams,"Underwood, Carrie",,
,,"Creeps, The Jones, Camille & Fedde",
Crazy Ex-Girlfriend,"Lambert, Miranda",,
,,Le Grand,
Crazy For This Girl,Evan & Jaron,,
,,"Creepy Doll Coulton, Jonathan",
Crazy For You,Let Loose,,
,,"Creeque Alley Mamas & The Papas, The",
,Madonna,,
,,Crew Love Drake & The Weekend,
,Nsync,,
,,"Crime Of Passion Shelton, Ricky Van",
Crazy Girl,"Young, Eli, Band",,
,,"Crimes Perfect Circle, A",
Crazy He Calls Me,"Fitzgerald, Ella",,
,,"Criminal Apple, Fiona",
,"Holiday, Billie",,
,,"Ell, Lindsay",
Crazy Horses,"Osmonds, The",,
,,"Spears, Britney",
Crazy In Love,Beyonce & Jay-Z,,
,,"Criminal (Inst) Ell, Lindsay",
,"Sponberg, Nicol",,
,,"Crimson & Clover James, Tommy & The",
,"Twitty, Conway",,
,,Shondells,
Crazy In Love (2014,Beyonce,,
,,"Jett, Joan & The",
remix),,,
,,Blackhearts,
Crazy Kids (Clean),Ke$ha & Will.I.Am,"Crimson, the Atreyu",
Crazy Kids (explicit),Ke$ha & Will.I.Am,"Crippled Inside Lennon, John",
59facebook.com/excessskaraoke,,Page www.excessskaraoke.com,
,,XS Master by TITLE,
Song Title,Artist,Song Title Artist,
Criticize,"O'Neal, Alexander","Marsh, Kym",
Crocodile,Children's Songs,"Moore, Mandy",
Crocodile Rock,"John, Elton","Parks, Alex",
Crocodile Shoes,"Pope, CassadeeNail, Jimmy",,
Crooked Smile,"Cole, J.","Ray, Johnnie",
Sigma & Take ThatCrooked Teeth,Death Cab For Cutie,,
,,"Sundays, The",
Cross My Broken Heart,"Bogguss, Suzy",,
,,"Cry (You Can Change Jackson, Michael",
Cross My Heart,"Parton, Dolly",,
,,The World),
"Cross My Heart, Hope To","Presley, Elvis",,
,,"Cry Baby Joplin, Janis",
Die,,,
,,"Mimms, Garnet & The",
Cross-Eyed Mary,Jethro Tull,,
,,Enchanters,
Crossfire,"Flowers, Brandon",,
,,"Cry Baby/Piece Of My Etheridge, Melissa & Joss",
Crossroads,Blazin Squad,,
,,Heart Stone,
,Bone Thugs 'n' Harmony,,
,,Cry For You (You'll September,
,"Clapton, Eric",,
,,Never See Me Again),
Crosstown Traffic,"Hendrix, Jimi",,
,,"Cry Like A Baby Box Tops, The",
"Crow & The Butterfly,",Shinedown,,
,,"Cry Little Sister McMann, Gerard",
The,,,
,,"Cry Me A River Buble, Michael",
Crowded,"Ortega, Jeannie &",,
,,"Cocker, Joe",
,Papoose,,
,,"London, Julie",
"Crowing, The",Coheed & Cambria,,
,,"Timberlake, Justin",
Cruel,"Broussard, Marc",,
,,"Wilson, Meri",
,Snakehips & Zayn,,
,,"Cry Me A River (Timeless Streisand, Barbra",
Cruel Summer,Ace Of Base,,
,,Concert),
,Bananarama,,
,,Cry Me Out Pixie Lott,
Cruel To Be Kind,"Lowe, Nick",,
,,"Cry Myself To Sleep Judds, The",
Cruise,Florida Georgia Line,,
,,"Cry On My Guitar Kane, Miles",
Cruise (Remix feat Nelly),Florida Georgia Line,,
,,"Cry On The Shoulder Of McBride, Martina",
Cruisin',"Duets/Paltrow, Gwyneth &",,
,,The Road,
,Huey Lewis,,
,,Cry Out To Jesus Christian/Third Day,
,"Robinson, Smokey",,
,,"Cry Pretty Underwood, Carrie",
Crumblin' Down,"Mellencamp, John Cougar",,
,,"Underwood, Carrie",
Crunchy Granola Suite,"Diamond, Neil",,
,,"Cry Pretty (Inst) Underwood, Carrie",
"Crunge, The",Led Zeppelin,,
,,"Cry To Me Burke, Solomon",
Crush,"Archuleta, David",,
,,"Scott, Freddy",
,Frankie J,,
,,"Cry With You Hayes, Hunter",
,"McCann, Lila",,
,,Cry Wolf A-Ha,
,"Moore, Mandy",,
,,"Shaw, Victoria",
,"Paige, Jennifer",,
,,"Cry, Cry ('Til The Sun Newfield, Heidi",
,Santana,,
,,Shines),
Crush Crush Crush,Paramore,,
,,"Cry, Cry, Cry Highway 101",
Crush On You,"Jets, The",,
,,"Crybaby Faith, Paloma",
Cry,"Clarkson, Kelly",,
,,"Crybaby (instrumental) Faith, Paloma",
,"Gayle, Crystal",,
,"Hill, Faith",,
60facebook.com/excessskaraoke,,Page www.excessskaraoke.com,
,,XS Master by TITLE,
Song Title,Artist,Song Title Artist,
Cryin' For Me (Wayman's,"Keith, Toby","Winehouse, Amy",
Song),,,
,,Cupid Shuffle Cupid,
"Cryin' Game, The","Evans, Sara",Cupid's Chokehold Gym Class Heroes &,
Cryin' Like A Bitch,Godsmack,Patrick Stump,
CupsCryin' Time,"Kendrick, AnnaCharles, Ray",,
,"Jepsen, Carly RaeMorgan, Lorrie",Curiosity,
"Cryin', Lovin', Leavin'","Brown, Marty","CurlCoulton, Jonathan",
Crying,"McLean, Don","Curly Shuffle, TheJump 'n' The Saddle Band",
,,Curtain Falls,
,"Orbison, Roy",Blue,
Crying At The,Custard PieAlcazar,Led Zeppelin,
Discoteque,,,
,,"Customer DeVaughn, Raheem",
Crying For No Reason,Katy B,Cut Her Off K Camp & 2 Chainz,
"Crying Game, The","Berry, Dave",Cut Me Off Perfect Stranger,
,Boy George,"Cut Me Some Slack Janson, Chris",
Crying In The Chapel,"Presley, Elvis",Cut Off Kasabian,
Crying In The Rain,"Everly Brothers, The",Cut Off Time Omarion & Kat DeLuna,
Crying Lightning,Arctic Monkeys,Cut Print Moving On Musical Smash,
Crying My Heart Out,"Skaggs, Ricky",Cut The Cake Average White Band,
Over You,,,
,,Cute Without the E Taking Back Sunday,
Crying On A Suitcase,"James, Casey",,
,,"Cuts Both Ways Estefan, Gloria",
Crying Out For Me,Mario,,
,,"Cuts Like A Knife Adams, Bryan",
Crystal Ball,Keane,,
,,"Cuts You Up Murphy, Peter",
,Styx,,
,,"Cuzz Yore So Sweet Husky, Ferlin",
Crystal Baller,Third Eye Blind,,
,,Cyclone Baby Bash & T-Pain,
Crystal Blue Persuasion,"James, Tommy & The",,
,,"Cygnet Committee Bowie, David",
,Shondells,,
,,"D J Bowie, David",
Crystal Chandeliers,"Pride, Charley",,
,,D.I.S.C.O. Ottawan,
Crystal Ship,"Doors, The",,
,,"D.I.Y. Heaton, Paul & Jacquie",
Crystalized,The xx,,
,,Abbott,
Crystals,Of Monsters & Men,,
,,Da' Butt EU,
Cuando Cuando,"Puente, Tito",,
,,Da Da Da Trio,
Cuddle Up,Pretty Ricky & Butta,,
,,"Da Doo Ron Ron Crystals, The",
,Creame,,
,,"Da Ya Think I'm Sexy Stewart, Rod",
Cuddle Up A Little,Standards/Traditional,,
,,Dad Supreme Music & Neele,
"Closer, Lovey Mine",,,
,,Ternes,
Cuddley,Toy Rochford,,
,,Daddy Psy,
Cult Of Personality,Living Colour,,
,,"Sande, Emeli & Naughty",
Cum On Feel The Noize,Quiet Riot,,
,,Boy,
,Slade,,
,,"Daddy Can You See Me Cochran, Anita",
Cumberland Gap,"Donegan, Lonnie",,
,,Daddy Cool Boney M,
Cumbersome,Seven Mary Three,,
,,Darts,
"Cup Of Life, The","Martin, Ricky",,
,,"Daddy Don't You Walk Newton, Wayne",
Cupid,"Cooke, Sam",So Fast,
,Lloyd & Awesome Jones,"Daddy Frank (The Guitar Haggard, Merle",
,"Nash, Johnny",Man),
61facebook.com/excessskaraoke,,Page www.excessskaraoke.com,
,,XS Master by TITLE,
Song Title,Artist,Song Title,Artist
Daddy Lessons,Beyonce,Dance Floor Anthem,Good Charlotte
,Beyone,Dance For Me,"Blige, Mary J."
Daddy Never Was The,Confederate Railroad,,Sisqo
Cadillac Kind,,,
,,Dance for You,Beyonce
Daddy Sang Bass,"Cash, Johnny",Dance Hall Days,Wang Chung
Daddy Was An Old Time,"Duets/Parton, Dolly &",Dance In The Boat,"Kinleys, The"
Preacher Man,Porter Wagoner,,
,,Dance in the Dark,Lady Gaga
Daddy Wasn't There,Ming Tea & Mike Myers,,
,,Dance Into The Light,"Collins, Phil"
Daddy Won't Sell The,Montgomery Gentry,,
,,Dance Little Jean,"Nitty Gritty Dirt Band, The"
Farm,,,
,,Dance Little Sister,"D'Arby, Terrence Trent"
Daddy's Come Around,"Overstreet, Paul",,
,,,"Rolling Stones, The"
Daddy's Gone,Glasvegas,,
,,Dance Naked,"Mellencamp, John Cougar"
Daddy's Hands,"Dunn, Holly",,
,,Dance On Little Girl,"Anka, Paul"
Daddy's Home,Shep & The Limelites,,
,,Dance Sister Dance,Santana
Daddy's Little Girl,"Brannon, Kippi",,
,,Dance SJ rave mix,"Coulton, Jonathan"
,"Martino, Al",,
,,"Dance Ten, Looks Three","Musical/Chorus Line, A"
Daddy's Money,Ricochet,,
,,Dance The Night Away,"Mavericks, The"
Dagger Through The,"Parton, Dolly",,
,,,Van Halen
Heart,,,
,,Dance This Mess Around,"B-52's, The"
Daisy Jane,America,,
,,Dance To The Music,Sly & The Family Stone
Dakota,"Stereophonics, The",,
,,Dance To This (feat,"Sivan, Troye"
Dallas,"Jackson, Alan",,
,,Ariana Grande),
Dallas Days & Fort Worth,"Ledoux, Chris",,
,,Dance With Me,112
Nights,,,
,,,"Lopez, Jennifer"
Daly City Train,Rancid,,
,,,"Morgan, Debelah"
Dam That River,Alice in Chains,,
,,,"Phillips, Phillip"
Damaged,"Kane, Danity",,
,,Dance With Me,"Phillips, Phillip"
,TLC,,
,,(Instrumental),
Dammit,Blink 182,,
,,Dance With Me (Just One,"Rodriguez, Johnny"
Dammit Janet,Musical/Rocky Horror,,
,,More Time),
,Picture Show,,
,,Dance With Me Henry,"Gibbs, Georgia"
Damn,Youngbloodz & Lil' Jon,,
,,Dance With Me Tonight,"Murs, Olly"
Damn I Wish I Was Your,"Hawkins, Sophie B.",,
,,Dance With My Father,"Coffey, Kellie"
Lover,,,
,,,"Vandross, Luther"
Damn Right I've Got The,"Guy, Buddy",,
,,Dance With The One,"Twain, Shania"
Blues,,,
,,That Brought You,
Damned If I Do Ya,All Time Low,,
,,Dance With U,Lemar
(Damned If I Don't),,,
,,Dance Wiv Me,"Rascal, Dizzee & Calvin"
Dance,DNCE,,
,,,Harris & Chrome
Dance & Shout,Shaggy,,
,,Dance Your Pain Away,"Falstkog, Agnetha"
Dance Again,"Lopez, Jennifer & Pitbull",,
,,Dance Yourself Dizzy,Liquid Gold
Dance Away,Roxy Music,,
,,"Dance, Dance",Fall Out Boy
Dance Baby Dance,"Cagle, Chris",,
,,"Dance, Dance, Dance","Miller, Steve, Band"
Dance Dance Dance,"Beach Boys, The",,
,,"Dance, Soterios","Coulton, Jonathan"
,Chic,,
,,"Johnson, Dance",
62facebook.com/excessskaraoke,,Page,www.excessskaraoke.com
,,XS Master by TITLE,
Song Title,Artist,Song Title,Artist
"Dance, The","Brooks, Garth",Dang Me,"Miller, Roger"
Dancin',Guy,Danger,Migos & Marshmello
Dancin' Cowboys,"Bellamy Brothers, The",Danger (Been So Long),Mystikal & Nivia
Dancin' In The Key Of,"Arrington, Steve",Danger Games,Pinkee
Life,,,
,,Danger High Voltage,Electric Six
Dancin' Machine,"Jackson 5, The",Danger High Voltage,Electric 6
Dancin' On Me,Webstar & Jim Jones &,Danger Zone,"Loggins, Kenny"
,Juelz Santana,,
,,Dangerous,"Guetta, David & Sam"
Dancin' Shaggin' On The,Alabama,,
,,,Martin
Boulevard,,,
,,,Roxette
Dancin' With The Wind,Great Plains,,
,,Dangerous Love,Fuse ODG & Sean Paul
Dancin' Your Memory,"McClain, Charly",,
,,Dangerous Type,"Cars, The"
Away,,,
,,Dangerous Woman,"Grande, Ariana"
Dancing,"Mingoue, Kylie",,
,,Dangerously,"Puth, Charlie"
,"Minogue, Kylie",,
,,Dangerously In Love,Beyonce
Dancing Days,Led Zeppelin,,
,,"Dangling Conversation,",Simon & Garfunkel
Dancing Fool,"Zappa, Frank",,
,,The,
Dancing In Circles,Love & Theft,,
,,Dani California,Red Hot Chili Peppers
Dancing In The City,Marshall-Hain,,
,,Daniel,"John, Elton"
Dancing In The Dark,"Springsteen, Bruce",,
,,Daniel Boone,TV Tunes
Dancing In The,King Harvest,,
,,Danke Schoen,"Newton, Wayne"
Moonlight,,,
,,Danny Boy,"Cassidy, Eva"
,Thin Lizzy,,
,,,Irish Songs
,Toploader,,
,,,"Presley, Elvis"
Dancing In The Sheets,Shalamar,,
,,,"Williams, Andy"
Dancing In The Streets,"Duets/Bowie, David & Mick",,
,,Danny's Song,Loggins & Messina
,Jagger,,
,,,"Murray, Anne"
,Martha & The Vandellas,,
,,,Swon Brothers
Dancing On A Saturday,"Blue, Barry",,
,,Dare,Gorillaz
Night,,,
,,Dare (La La La),Shakira
Dancing On My Own,Robyn,,
,,Dare To Be Stupid,"Yankovic, "" Weird Al"""
,"Scott, Calum",,
,,Dare To Dream,"Messina, Jo Dee"
Dancing On My Own,"Scott, Calum",,
,,Dare You To Move,Switchfoot
tiesto remix,,,
,,Dark End Of The Street,"Duets/Campbell, Archie &"
Dancing On The Ceiling,"Richie, Lionel",,
,,,Lorene Mann
Dancing Queen,Abba,,
,,Dark Horse,"Dawson, Devin"
Dancing Through Life,Musical/Wicked,,
,,,"Mason, Mila"
Dancing With A Broken,Steps,,
,,,"Perry, Katy"
Heart,,,
,,,"Perry, Katy & Juicy J"
Dancing With A Man,"Carrington, Rodney",,
,,Dark Horse,"Dawson, Devin"
Dancing With Myself,"Idol, Billy",,
,,(instrumental),
Dancing With Tears In,Ultravox,,
,,Dark Lady,Cher
My Eyes,,,
,,Dark Moon,"Isaak, Chris"
Dancy's Dream,Restless Heart,,
,,Dark Necessaties,Red Hot Chili Peppers
Dandy,Herman's Hermits,,
,,Dark Necessities,Red Hot Chili Peppers
63facebook.com/excessskaraoke,,Page,www.excessskaraoke.com
,,XS Master by TITLE,
Song Title,Artist,Song Title Artist,
Dark Paradise,"Del Rey, Lana","Day That Never Comes, Metallica",
,,The,
Dark Side,"Clarkson, Kelly",,
"Hayes, WadeDark Times","Weeknd, The & Ed",Day That She Left Tulsa,
,,"(In A Chevy), The",
,Sheeran,,
Darkness,"Hayes, Darren","Day That The Rains Morgan, Jane",
,,"Came, The",
Darktown Strutters Ball,"Monte, Lou",,
,,Day Too Soon Sia,
Darlene,"Brown, T. Graham",,
,,"Day Tripper Beatles, The",
Darlin',Backstreet Boys,,
,,Day We Caught The Ocean Colour Scene,
,"Beach Boys, The",,
,,"Train, The",
Darling (I'm Feeling,"Miller, Frankie",,
,,"Daydream (What A Day Lovin' Spoonful, The",
Pretty Lonesome),,,
,,For A),
Darling Baby,"O'Jays, The",,
,,"Daydream Believer Monkees, The",
Darling Be Home Soon,"Lovin' Spoonful, The",,
,,Daydreamer Adele,
Darling Nikki,"Foo Fighters, The",,
,,Menswear,
,Prince,,
,,"Daydreamin' Ali, Tatyana",
"Darling, Je Vous Aime","Cole, Nat ""King""",,
,,"Fiasco, Lupe",
Beaucoup,,,
,,Daydreaming Paramore,
"Darned If I Don't, Danged",Shenandoah,,
Daydreams About Night If I Do,,"Milsap, Ronnie",
,,Things,
Darts,System of a Down,,
,,Dayenu Jewish Favorites,
Date Rape,Sublime,,
,,Daylight Maroon 5,
Daughter,Pearl Jam,,
,,"Rowland, Kelly & Travis",
Daughter Of Darkness,"Jones, Tom",,
,,McCoy,
Daughters,"Mayer, John",,
,,Daylight Fading Counting Crows,
David Watts,"Jam, The",,
,,"Days Kinks, The",
Dawn,"Four Seasons, The",,
,,"McCall, Kirsty",
Dawned On Me,Wilco,,
,,Days Go By Dirty Vegas,
Day & Night,"Piper, Billie",,
,,"Urban, Keith",
Day + Night,Isyss & Jadakiss,,
,,"Days In Avalon Marx, Richard",
Day After Day,Badfinger,,
,,"Days Like These Piller, Sandra",
"Day Before You Came,",Abba,,
,,"Days Like This Proctor, Rachel",
The,,,
,,Days Of America Blackhawk,
Day By Day,Musical/Godspell,,
,,"Days Of Gold Owen, Jake",
,"Sinatra, Frank",,
,,"Days Of Our Lives Otto, James",
Day Dreaming,"Franklin, Aretha",,
,,"Days Of Our Lives, The Queen",
,Smokie,,
,,"Days Of Pearly Spencer, Almond, Marc",
Day Drinking,Little Big Town,,
,,The,
Day Drunk,"Evans, Morgan",,
,,Days Of The Week Stone Temple Pilots,
Day Drunk (Instrumental),"Evans, Morgan",,
,,Days Of Thunder Brooks & Dunn,
"Day I Met Marie, The","Richard, Cliff",,
,,"Days Of Wine & Roses Williams, Andy",
"Day In The Life, A","Beatles, The",,
,,"Days You Live For Roberts, Mica",
"Day In, Day Out","Kersh, David",,
,,"Days, The Avicii & Robbie Williams",
Day 'N' Nite,Kid Cudi,,
,,Daysleeper R.E.M.,
Day O (The Banana Boat,"Belafonte, Harry",,
,,"Daytime Friends Rogers, Kenny",
Song),,,
64facebook.com/excessskaraoke,,Page,www.excessskaraoke.com
,,XS Master by TITLE,
Song Title,Artist,Song Title Artist,
"Dayum, Baby",Florida Georgia Line,"Death Of You & Me, The Gallagher, Noel",
Dazed & Confused,Led Zeppelin,Death To All But Metal Steel Panther,
