27008,Candela,Noelia,1999,0,0,2013-07-17,Latin,Pop,Spanish,,,,,
29490,Candida,Tony Orlando And Dawn,1970,0,0,2011-05-31,"Soft rock,Pop",English,,,,,,
9530,Candle In The Wind,Elton John,1973,0,0,2007-05-04,Soft rock,English,,,,,,
55508,Candle in the Wind (2018 Version),Ed Sheeran,2018,0,0,2018-05-21,Pop,Folk,English,,,,,
23014,Candy,Paolo Nutini,2009,0,0,2012-10-26,"Folk,Soft rock",English,,,,,,
41637,Candy,Robbie Williams,2012,0,0,2012-09-26,Pop,English,,,,,,
55411,Candy,Cameo,1986,0,0,2018-05-16,80s,Funk,English,,,,,
30328,Candy,Aggro Santos,2010,0,0,2016-02-25,Dance,R&B,Pop,English,,,,
54657,Candy Cane Lane,Sia,2017,0,0,2018-01-18,Christmas,Pop,English,,,,,
6703,Candy Man,Sammy Davis Jr.,1972,0,0,2007-06-04,Oldies,Pop,English,,,,,
35776,Candy Rain,Soul for Real,1995,0,0,2013-12-03,Soul,English,,,,,,
12409,Candy Shop,50 Cent,2005,0,0,2011-08-05,R&B,Rap,English,,,,,
37341,Candy Shop,The Baseballs,2011,0,0,2013-05-26,"Rock 'n Roll,Pop",English,,,,,,
41852,Cannabis,Ska-P,1997,0,0,2012-11-15,Ska,Spanish,,,,,,
13226,Canned Heat,Jamiroquai,1999,0,0,2011-05-30,Disco,Funk,English,,,,,
35446,Cannibal,Kesha,2010,0,0,2011-10-03,Dance,Electro,Pop,English,,,,
21308,Cannonball,Supertramp,1985,0,0,2017-03-07,Pop,Rock,Disco,English,,,,
46148,Cannonball,Lea Michele,2013,0,0,2014-02-05,Pop,English,,,,,,
30080,Canoë rose,Viktor Lazlo,1985,0,0,2016-07-26,"French pop,80s",French,,,,,,
33852,Cantaloop (Flip Fantasia),Us3,1994,0,0,2011-05-31,Rap,Jazz,English,,,,,
39466,Cap Diamant,Coeur de pirate,2011,0,0,2016-06-05,French pop,French,,,,,,
51612,Cape Of Our Hero,Volbeat,2013,0,0,2016-08-17,Rock,Hard/Metal,English,,,,,
12456,Capitaine abandonné,Gold,1985,0,0,2016-02-25,French pop,French,,,,,,
49512,Capitaine abandonné,Emile & Images,2000,0,0,2016-06-29,"French pop,80s,Electro",French,,,,,,
20995,Capitaine Flam,TV Theme,1979,0,0,2016-02-25,"TV & movie soundtrack,French pop",French,,,,,,
11704,Capitaine Flam,Pleasure Game,1993,0,0,2016-02-25,"TV & movie soundtrack,Dance,Kids",French,,,,,,
55263,Capital Letters,Hailee Steinfeld,2018,0,0,2018-04-10,"Pop,TV & movie soundtrack",English,,,,,,
11978,Capri c'est fini,Hervé Vilard,1965,0,0,2014-07-23,"French pop,Oldies",French,,,,,,
42865,Capri-Fischer,Paola,1974,0,0,2013-04-22,Schlager,German,,,,,,
19416,Capri-Fischer,Rudi Schuricke,1957,0,0,2016-10-02,Schlager,Oldies,German,,,,,
45464,Capricieuse,Grégoire,2013,0,0,2016-06-07,French pop,French,,,,,,
48519,Capsized,You+Me,2014,1,0,2015-03-08,Folk,Duet,English,,,,,
45383,Captain meiner Seele,Helene Fischer,2013,0,0,2014-03-13,Schlager,German,,,,,,
51741,Car Radio,Twenty One Pilots,2013,0,0,2016-10-05,Pop,Rock,Alternative,Rap,English,,,
14100,Car Wash,Rose Royce,1976,0,0,2011-05-31,"Disco,Funk,TV & movie soundtrack",English,,,,,,
5545,Car Wash,Christina Aguilera,2004,0,0,2007-08-14,"R&B,Disco,Funk,TV & movie soundtrack,Rap",English,,,,,,
55135,Cara Italia,Ghali,2018,0,0,2018-02-28,Electro,Rap,Italian,,,,,
18108,Cara Mia,Jay and The Americans,1954,0,0,2012-10-18,Pop,Oldies,English,,,,,
45290,Caractère,Joyce Jonathan,2013,0,0,2014-05-20,French pop,French,,,,,,
20282,Caraluna,Bacilos,2002,0,0,2018-04-25,Pop,Latin,Spanish,,,,,
15371,Caramel,City High,2001,0,0,2013-11-20,R&B,Rap,English,,,,,
26705,Caramelito,David Bisbal,2002,0,0,2014-09-25,Latin,Pop,Spanish,,,,,
29370,Caravan,Ella Fitzgerald,1957,0,0,2011-05-30,Jazz,Oldies,English,,,,,
21107,Caravan Of Love,The Housemartins,1986,1,0,2015-02-20,Pop,Gospel,Duet,English,,,,
48032,Caravan Of Love,Pixie Lott,2014,0,0,2014-11-18,Pop,English,,,,,,
5667,Caravane,Raphaël,2005,0,0,2011-05-30,"French pop,Folk",French,,,,,,
19626,Carbonara,Spliff,1982,0,0,2015-10-19,Reggae,80s,Italian,German,,,,
29492,Care Bears,TV Theme,1981,0,0,2013-12-07,"TV & movie soundtrack,Kids",English,,,,,,
14228,Careless Whisper,George Michael,1984,0,0,2011-05-30,Pop,Love,English,,,,,
48897,Careless Whisper,Postmodern Jukebox,2014,0,0,2015-04-11,Jazz,English,,,,,,
26103,Careless Whisper,Seether,2007,0,0,2018-01-22,Hard/Metal,Rock,English,,,,,
26315,Careless Whisper,Tamia,1997,0,0,2011-05-30,"Soft rock,Soul",English,,,,,,
40267,Caress Me Down,Sublime,1996,0,1,2012-06-08,Ska,Alternative,Punk/Grunge,Rock,English,Spanish,,
35821,Caresse sur l'océan,Les Choristes,2004,0,0,2015-09-24,"French pop,TV & movie soundtrack",French,,,,,,
12082,Cargo,Axel Bauer,1983,0,0,2013-08-06,"French pop,80s",French,,,,,,
54393,Caribbean Feeling,Nathan Carter,2017,0,0,2017-11-17,Country,English,,,,,,
11472,Caribbean Queen (No More Love On The Run),Billy Ocean,1980,0,0,2011-12-27,Pop,Dance,English,,,,,
40048,Carmen,Lana Del Rey,2012,0,0,2013-03-04,Alternative,Pop,English,,,,,
44647,Carnaval,Raul Paz,2010,1,0,2013-09-23,Pop,Latin,Duet,Spanish,,,,
41981,Carnavalera,Nossa,2012,0,0,2012-12-19,Dance,Latin,Pop,Spanish,,,,
21157,Carnavalera,Disco Estrella,2000,0,0,2011-05-30,Pop,Latin,Spanish,,,,,
10791,Carnival,Natalie Merchant,1995,0,0,2011-12-26,Rock,English,,,,,,
47672,Carol,Chuck Berry,1958,0,0,2014-10-11,Rock 'n Roll,English,,,,,,
38985,Carol,The Rolling Stones,1964,0,0,2012-01-12,Rock,English,,,,,,
25235,Carol of the Bells,Christmas Carol,1916,0,0,2011-05-31,Christmas,Traditionnal,English,,,,,
52050,Carol of the Bells,Pentatonix,2014,0,0,2016-11-23,Christmas,Pop,English,,,,,
18065,Carolina in My Mind,James Taylor,1976,0,0,2011-10-08,Country,English,,,,,,
12606,Caroline,MC Solaar,1991,0,0,2014-03-13,"Rap,French pop",French,,,,,,
5457,Caroline,Status Quo,1973,0,0,2012-08-14,Rock 'n Roll,English,,,,,,
41961,Carousel: You'll Never Walk Alone,Renée Fleming,2011,0,0,2018-04-10,Classical,Musical,English,,,,,
53523,Carrickfergus,Charlotte Church,2001,0,0,2017-07-05,Celtic,Traditionnal,English,,,,,
20896,Carrie,Europe,1987,0,0,2011-07-21,Love,Rock,English,,,,,
51141,Carrie Anne,The Hollies,1967,0,0,2016-06-06,"Pop,Oldies,Rock,Rock 'n Roll",English,,,,,,
10934,Carried Away,George Strait,1996,0,0,2018-04-24,Country,English,,,,,,
25644,Carry Me Back To Old Virginny,Traditional,1878,0,0,2011-05-30,Traditionnal,English,,,,,,
41273,Carry On,Fun,2012,0,0,2012-08-08,Alternative,Rock,English,,,,,
7239,Carry On Wayward Son,Kansas,1976,0,0,2011-05-30,Rock,English,,,,,,
44273,Carry You,Union J,2013,0,0,2016-02-25,"Teen pop,Pop,Dance",English,,,,,,
15899,Carry You Home,James Blunt,2007,0,0,2011-05-31,"Soft rock,Folk",English,,,,,,
10324,Carrying Your Love With Me,George Strait,1997,0,0,2015-02-13,Country,English,,,,,,
41696,Cars,Gary Numan,1979,0,0,2012-09-25,80s,Alternative,English,,,,,
39527,Cartes postales d'Alabama,Johnny Hallyday,1982,0,0,2012-03-08,"French pop,Rock,Blues",French,,,,,,
36902,Caruso,Lucio Dalla,1986,0,0,2012-05-25,Pop,Italian,,,,,,
12832,Caruso,Florent Pagny,1995,0,0,2012-05-25,Pop,Classical,Italian,,,,,
14013,Caruso,Lara Fabian,2003,0,0,2013-07-01,Pop,Italian,,,,,,
42411,Caruso,Vincent Niclo,2012,0,0,2013-01-17,Pop,Classical,Italian,,,,,
42693,Caruso,Ginette Reno,2001,1,0,2017-03-27,Pop,Love,Duet,Italian,,,,
54672,Cásate conmigo,Nicky Jam,2017,0,0,2017-12-30,Pop,Latin,Spanish,,,,,
32483,Case Of The Ex,Mýa,2000,0,0,2011-07-09,R&B,English,,,,,,
26034,Casey Jones,Grateful Dead,1970,0,0,2011-05-31,Rock,English,,,,,,
15994,Cash Machine,Hard-Fi,2005,0,0,2011-11-16,Rock,English,,,,,,
28229,Casper The Friendly Ghost,TV Theme,1951,0,0,2011-05-31,"TV & movie soundtrack,Kids",English,,,,,,
6013,Cassé,Nolwenn Leroy,2003,0,0,2016-03-21,French pop,French,,,,,,
12235,Casser la voix,Patrick Bruel,1990,0,0,2014-12-09,French pop,French,,,,,,
48491,Casser la voix (Live 2014),Patrick Bruel,2014,0,0,2015-02-19,French pop,French,,,,,,
46685,Casser la voix (Live On s'était dit...),Patrick Bruel,1995,0,0,2014-12-08,French pop,French,,,,,,
45193,Cassiopeia,Sara Bareilles,2013,0,0,2013-11-22,Pop,English,,,,,,
47690,Cassy O',George Ezra,2014,0,0,2014-10-28,Folk,Pop,English,,,,,
49158,Castaway,Zac Brown Band,2015,0,0,2015-07-02,Country,Reggae,Rock,English,,,,
51071,Castle,Halsey,2016,0,0,2016-06-06,"Pop,TV & movie soundtrack,Electro",English,,,,,,
49185,Castle in the Snow,The Avener,2015,0,0,2016-02-25,Electro,Pop,English,,,,,
49573,Castle In The Snow (Bentley Grey Nu Disco Remix),The Avener,2014,0,0,2016-12-16,Electro,Dance,Pop,English,,,,
52435,Castle on the Hill,Ed Sheeran,2017,0,0,2017-02-14,Pop,Rock,English,,,,,
53134,Castle on the Hill,Lee Matthews,2017,0,0,2017-05-31,Country,Pop,English,,,,,
42148,Castles In The Air,Don McLean,1972,0,0,2012-11-20,Folk,Pop,English,,,,,
50417,Castles Made of Sand,Jimi Hendrix,1967,0,0,2016-01-20,Rock,Alternative,English,,,,,
36623,Casualty Of Love,Jessie J,2011,0,0,2011-11-02,Pop,R&B,English,,,,,
42147,Cat People (Putting Out Fire),David Bowie,1982,0,0,2017-03-02,"Rock,TV & movie soundtrack,Alternative",English,,,,,,
17963,Cat's In The Cradle,Harry Chapin,1974,0,0,2011-11-29,Oldies,Rock,English,,,,,
20864,Cat's In The Cradle,Ugly Kid Joe,1974,0,0,2011-08-29,Rock,English,,,,,,
10772,Cat's in the Cradle,Ricky Skaggs,1995,0,0,2018-08-22,Country,English,,,,,,
50408,Catch & Release,Matt Simons,2014,0,0,2016-02-25,Pop,Folk,English,,,,,
50468,Catch & Release (Deepend Remix),Matt Simons,2015,0,0,2016-02-03,Pop,Electro,English,,,,,
34100,Catch a Falling Star,Perry Como,1957,0,0,2018-04-19,Jazz,Oldies,English,,,,,
35852,Catch A Wave,The Beach Boys,1963,0,0,2012-01-31,Rock,Pop,English,,,,,
42093,Catch My Breath,Kelly Clarkson,2012,0,0,2012-11-21,Pop,English,,,,,,
29143,Catch The Sun,The Doves,2001,0,0,2012-01-11,Rock,English,,,,,,
34670,Catch The Wind,Donovan,1965,0,0,2016-10-26,Folk,Blues,English,,,,,
49327,Catfish John,Nitty Gritty Dirt Band,2002,0,0,2015-07-21,Country,Folk,English,,,,,
39979,Cathy,Alain Barrière,1961,0,0,2014-03-13,French pop,French,,,,,,
17741,Cathy's Clown,The Everly Brothers,1960,0,0,2011-12-23,Pop,Oldies,English,,,,,
52226,Cathy's Clown,Cliff Richard,2016,0,0,2016-12-20,Rock 'n Roll,English,,,,,,
44732,Caught In The Balance,Toto,1999,0,0,2013-09-21,Rock,Pop,English,,,,,
36063,Caught In The Crowd,Kate Miller-Heidke,2009,0,0,2012-01-24,Pop,English,,,,,,
16782,Caught In The Middle,A1,2002,0,0,2013-12-06,Pop,English,,,,,,
35853,Caught In The Middle,Juliet Roberts,1994,0,0,2014-07-30,Pop,R&B,English,,,,,
47777,Caught In The Moonlight,Si Cranstoun,2014,0,0,2014-11-18,Pop,Soul,English,,,,,
25752,Caught In The Rain,Revis,2003,0,0,2013-03-10,Alternative,Rock,Hard/Metal,English,,,,
43094,Caught In The Storm,Smash,2013,0,0,2013-04-05,Pop,Musical,English,,,,,
53893,Caught Out In The Rain,Beth Hart,2012,0,0,2017-10-13,Blues,Rock,English,,,,,
45538,Caught Out There,Kelis,2000,0,0,2013-11-14,R&B,Rap,Alternative,English,,,,
20143,Caught Up,Usher,2004,0,0,2011-12-18,R&B,Pop,English,,,,,
6179,Caught Up in the Rapture,Anita Baker,1986,0,0,2011-05-31,Pop,Soul,English,,,,,
14834,Caught Up In You,38 Special,1982,0,0,2016-08-26,Rock,English,,,,,,
42218,Cause I Love You,Lenny Williams,1978,0,0,2013-07-11,Soul,Love,English,,,,,
36511,Cause I Said So,Ne-Yo,2010,0,0,2016-02-25,R&B,Pop,English,,,,,
48190,Caution To The Wind,Becky Hill,2014,0,0,2016-02-25,Pop,Electro,English,,,,,
48412,Cd van jou cd van mij,Acda en de Munnik,2000,0,0,2015-02-18,Schlager,Dutch,,,,,,
11492,Ce matin,Axelle Red,1999,0,0,2016-02-28,"Soul,French pop",French,,,,,,
34338,Ce matin va être une pure soirée,Fatal Bazooka,2010,0,0,2016-02-25,"Dance,Electro,R&B,TV & movie soundtrack",French,,,,,,
34879,Ce monde,Richard Anthony,1964,0,0,2012-01-27,French pop,French,,,,,,
44972,Ce n'est qu'un au revoir,Jeane Manson,1977,0,0,2013-10-26,"French pop,Disco,Gospel",French,,,,,,
12465,Ce n'est rien,Julien Clerc,1971,0,0,2014-07-29,French pop,French,,,,,,
13220,Ce n'était qu'un rêve,Céline Dion,1981,0,0,2016-08-21,French pop,French,,,,,,
36652,Ce qu'il me reste de toi,Julie Zenatti,2000,0,0,2012-05-09,French pop,French,,,,,,
22552,Ce qu'il reste de toi,Grégoire,2008,0,0,2011-05-31,French pop,French,,,,,,
21744,Ce qu'ils aiment,Sheryfa Luna,2008,0,0,2014-12-08,R&B,French,,,,,,
39861,Ce qu'on ne m'a jamais dit,Adam & Eve,2012,1,0,2016-04-04,"Musical,French pop,Duet",French,,,,,,
21856,Ce que l'on s'aime,Tryo,2008,0,0,2016-02-25,"Reggae,French pop",French,,,,,,
12537,Ce rêve bleu,Aladdin,1992,1,0,2015-03-26,"TV & movie soundtrack,Duet,French pop,Kids",French,,,,,,
38880,Ce soir,Annie Villeneuve,2009,0,0,2016-08-25,French pop,French,,,,,,
45288,Ce soir et demain,Circus,2012,1,0,2016-05-04,"French pop,Duet",French,,,,,,
12837,"Cécile, ma fille",Claude Nougaro,1963,0,0,2011-06-09,"French pop,Jazz",French,,,,,,
48043,Celebrate,Pitbull,2014,0,0,2014-11-27,"Pop,TV & movie soundtrack",English,,,,,,
41812,Celebrate,Mika,2012,0,0,2013-07-01,Pop,Dance,Disco,80s,English,,,
37795,Celebrate Me Home,Kenny Loggins,1976,0,0,2011-11-23,Christmas,Soul,Gospel,English,,,,
8285,Celebration,Kool And The Gang,1980,0,0,2007-05-31,Funk,Disco,English,,,,,
36505,Celebration,Children's Chorus,1981,0,0,2011-09-03,Kids,Spanish,,,,,,
43490,Celia's Oye Como Va (Oye Como Va),Celia Cruz,2000,0,0,2013-05-10,Latin,Spanish,,,,,,
19818,Célimène,David Martial,1975,0,0,2015-11-05,"French pop,Zouk/Creole",French,,,,,,
11986,Céline,Hugues Aufray,1966,0,0,2016-06-04,French pop,French,,,,,,
39282,Cello,Udo Lindenberg,2011,1,0,2013-09-23,Pop,Folk,Duet,German,,,,
35944,Celui,Colonel Reyel,2011,0,0,2016-02-25,"French pop,Reggae,Dance",French,,,,,,
14748,Celui que j'étais,Emmanuel Moire,2006,0,0,2016-03-21,French pop,French,,,,,,
33958,Celui qui reste,Sébastien El Chato,1996,0,0,2016-06-05,"French pop,Love",French,,,,,,
22473,Celui qui reste,Claude François,1972,0,0,2016-06-04,French pop,French,,,,,,
21676,Cemetery Gates,Pantera,1990,0,0,2014-04-22,Hard/Metal,English,,,,,,
12120,Cendrillon,Téléphone,1982,0,0,2011-12-30,"Rock,French pop",French,,,,,,
43500,Cendrillon,Matthieu Mendès,2013,0,0,2013-05-18,French pop,French,,,,,,
24621,Centerfield,John Fogerty,1984,0,0,2011-05-30,Rock,English,,,,,,
10895,Centerfold,J. Geils Band,1980,0,0,2011-11-23,Rock,English,,,,,,
34643,Centerfold,Hayseed Dixie,2004,0,0,2011-05-31,Country,English,,,,,,
40882,Cercavo amore,Emma Marrone,2012,0,0,2012-07-12,Pop,Rock,Italian,,,,,
46079,Cerf-volant,Les Choristes,2004,0,0,2016-02-25,"French pop,Christian,TV & movie soundtrack,Kids",French,,,,,,
12839,Cergy,Anis,2006,0,0,2016-10-01,"French pop,Blues",French,,,,,,
46369,Cerisier rose et pommier blanc,André Claveau,1950,0,0,2016-02-25,"Oldies,French pop",French,,,,,,
54955,Certe notti,Luciano Ligabue,1995,0,0,2018-01-29,Rock,Pop,Italian,,,,,
23777,Ces gens-là,Jacques Brel,1965,0,0,2013-02-13,French pop,French,,,,,,
13273,Ces idées là,Louis Bertignac,1987,0,0,2014-12-23,French pop,French,,,,,,
52666,Ces moments-là,Véronique Sanson,2016,0,0,2017-04-10,French pop,French,,,,,,
38420,Ces mots stupides,Sacha Distel,1967,1,0,2012-02-17,"French pop,Love,Duet",French,,,,,,
22244,Ces petits riens,Stacey Kent,2008,0,0,2016-06-04,"Jazz,French pop",French,,,,,,
36272,Ces petits riens,Zaz,2011,0,0,2016-02-25,French pop,French,,,,,,
44980,Ces petits riens,Serge Gainsbourg,1964,0,0,2016-03-10,"French pop,Jazz,Latin",French,,,,,,
10433,Ces soirées-là,Yannick,2000,0,0,2011-05-30,French pop,French,,,,,,
47077,Ces soirées-là,Collectif Métissé,2014,0,0,2014-07-26,"French pop,Dance,Zouk/Creole",French,,,,,,
41401,"César, Fanny, Vincent et Fernand",Franck Fernandel,1986,0,0,2016-06-05,French pop,French,,,,,,
5559,Cesse la pluie,Anggun,2005,0,0,2016-02-25,French pop,French,,,,,,
36675,Cet homme que voilà,Johnny Hallyday,1978,0,0,2012-05-11,French pop,French,,,,,,
46737,Cet homme que voilà (Live 2012),Johnny Hallyday,2012,0,0,2014-10-30,French pop,French,,,,,,
12457,Cette année-là,Claude François,1976,0,0,2011-05-31,"French pop,Disco",French,,,,,,
51726,Cette année-là,M. Pokora,2016,0,0,2016-10-05,French pop,French,,,,,,
32677,Cette fille c'était moi,Michèle Torr,1975,0,0,2016-06-05,French pop,French,,,,,,
34276,Cette idée-là,Amel Bent,2009,0,0,2015-06-18,"R&B,French pop",French,,,,,,
49798,Cette vie m'emporte,Ayna,2015,1,0,2017-06-08,"French pop,R&B,Rap,Duet",French,,,,,,
20301,Ceux que l'amour a blessé,Johnny Hallyday,1970,0,0,2016-06-05,French pop,French,,,,,,
13231,Ceux que l'on met au monde,Lynda Lemay,1999,0,0,2011-09-19,French pop,French,,,,,,
29537,Ceux qui s'en vont,Ginette Reno,1988,0,0,2016-06-05,French pop,French,,,,,,
38018,Cha Cha (Dance Remix),Dave Audé,2006,0,0,2013-12-03,Dance,Electro,English,,,,,
39067,Cha Cha Cha,Finzi Contini,1985,0,0,2013-07-24,80s,Pop,English,,,,,
29029,Cha Cha Slide,DJ Casper,2001,0,0,2011-05-31,Electro,English,,,,,,
12299,Chacun fait (c'qui lui plaît),Chagrin d'amour,1981,0,0,2013-06-04,"French pop,80s,Funk,Disco",French,,,,,,
6488,Chain Gang,Sam Cooke,1962,0,0,2011-07-09,Pop,Rock,English,,,,,
29144,Chain Hang Low,Jibbs,2006,0,0,2013-11-21,Rap,English,,,,,,
14976,Chain of Fools,Aretha Franklin,1967,0,0,2011-06-09,"Soul,Rock 'n Roll",English,,,,,,
22211,Chain of Fools,The Commitments,1991,0,0,2011-05-31,"Soul,Blues,TV & movie soundtrack",English,,,,,,
26817,Chain Of Fools,Eva Cassidy,2000,0,0,2017-06-23,Soul,English,,,,,,
10120,Chain Of Fools,Clint Black,1994,1,0,2011-05-30,Duet,Country,Rock,English,,,,
40418,Chain Of Fools,Little Caesar,1990,0,0,2012-06-18,Hard/Metal,English,,,,,,
10792,Chains,Tina Arena,1994,0,0,2007-08-01,Rock,Pop,English,,,,,
21174,Chains,The Beatles,1963,0,0,2011-06-04,"Rock 'n Roll,Oldies",English,,,,,,
19023,Chains,Patty Loveless,1988,0,0,2013-02-06,Country,English,,,,,,
49034,Chains,Nick Jonas,2014,0,0,2015-05-28,Pop,R&B,Electro,English,,,,
30026,Chains,The Cookies,1962,0,0,2011-05-31,Pop,Oldies,English,,,,,
43698,Chainsaw,The Band Perry,2013,0,0,2013-07-11,Country,Pop,English,,,,,
24475,Chaka Demus,Jamie T,2009,0,0,2012-06-11,Rap,Rock,English,,,,,
48913,Chaleur humaine,Christine And The Queens,2014,0,0,2016-06-07,"French pop,Electro",French,,,,,,
49376,Chambre 12,Louane,2015,0,0,2016-04-25,French pop,French,,,,,,
49377,Chambre 12 (Radio Edit),Louane,2015,0,0,2016-07-22,French pop,French,,,,,,
21967,Chambre avec vue,Christophe Willem,2007,0,0,2016-06-04,French pop,French,,,,,,
54460,Chameleon,Lara Fabian,2017,0,0,2017-11-28,Pop,English,,,,,,
36693,Champagne,Jacques Higelin,1979,0,0,2016-01-08,French pop,French,,,,,,
28286,Champagne,Salt' N' Pepa,1996,0,0,2013-12-03,Rap,English,,,,,,
24192,Champagne,Cavo,2009,0,0,2012-01-22,Punk/Grunge,Rock,English,,,,,
51705,Champagne Problems,Meghan Trainor,2016,0,0,2016-09-21,Pop,Dance,English,,,,,
53729,Champagne Promise,David Nail,2016,0,0,2017-08-30,Country,English,,,,,,
36412,Champion,Chipmunk,2011,0,0,2016-02-25,Rap,English,,,,,,
47944,Champs Elysées,Zaz,2014,0,0,2014-12-11,"French pop,Jazz,Oldies",French,,,,,,
20525,Chan Chan,Buena Vista Social Club,1997,0,0,2014-02-13,Latin,Jazz,Spanish,,,,,
25773,Chances,Five for Fighting,2009,0,0,2011-05-30,"Pop,Soft rock",English,,,,,,
18308,Chances Are,Johnny Mathis,1958,0,0,2014-12-10,Soul,Love,Oldies,English,,,,
9090,Chances Are,Bob Seger,1998,1,0,2013-11-25,"Duet,TV & movie soundtrack,Soft rock,Pop",English,,,,,,
46789,Chandelier,Sia,2014,0,0,2014-05-26,Pop,R&B,English,,,,,
48838,Chandelier,Postmodern Jukebox,2014,0,0,2015-05-12,Pop,Jazz,English,,,,,
50970,Chandelier,Madilyn Bailey,2014,0,0,2016-04-15,Pop,English,,,,,,
47632,Chandelier (Piano Version),Sia,2014,0,0,2014-10-15,Pop,English,,,,,,
55444,Change,Charlie Puth,2018,0,0,2018-05-22,"Folk,Pop,Soft rock",English,,,,,,
21088,Change,Lisa Stansfield,1991,0,0,2016-12-15,Pop,R&B,Dance,English,,,,
39002,Change,Tears For Fears,1983,0,0,2016-02-25,80s,Rock,Pop,English,,,,
26250,Change,Carrie Underwood,2009,0,0,2011-05-30,Soft rock,English,,,,,,
20685,Change,Taylor Swift,2008,0,0,2013-04-26,Pop,Rock,English,,,,,
13879,Change,Sugababes,2007,0,0,2013-11-06,"Pop,Teen pop",English,,,,,,
55466,Change (In the House of Flies),Deftones,2000,0,0,2018-06-04,Hard/Metal,Alternative,Rock,English,,,,
41095,"Change A Heart, Change The World",Jump5,2002,0,0,2013-04-19,"Teen pop,Pop,Dance",English,,,,,,
48512,Change Is Gonna Come,Olly Murs,2010,0,0,2015-02-12,Pop,English,,,,,,
43987,Change le monde,United Planet,1993,0,0,2015-10-26,"French pop,Kids",French,,,,,,
32330,Change Me,Ruben Studdard,2006,0,0,2013-11-29,R&B,English,,,,,,
27405,Change Of Heart,Olivia Newton-John,2000,1,0,2012-05-25,"Soft rock,80s,Duet",English,,,,,,
10995,Change The World,Eric Clapton,1996,0,0,2007-10-19,Pop,Rock,English,,,,,
41068,Change the World,P.O.D. (Payable On Death),2004,0,0,2013-11-22,Hard/Metal,Rock,English,,,,,
48490,Change Will Come,O'G3NE,2014,0,0,2015-01-30,Pop,English,,,,,,
48401,Change Will Come,Alain Clark,2014,0,0,2015-02-11,Pop,Soul,Love,English,,,,
45543,Change Your Life,Iggy Azalea,2013,0,0,2016-02-25,Rap,Pop,Dance,English,,,,
42701,Change Your Life,Little Mix,2012,0,0,2013-02-17,"Teen pop,Pop",English,,,,,,
44324,Change Your Life,Far East Movement,2012,0,0,2016-02-25,Dance,Pop,Electro,English,,,,
40579,Change Your Mind,Nashville,2013,0,0,2016-08-31,"TV & movie soundtrack,Country,Pop",English,,,,,,
40406,Changed,Rascal Flatts,2012,0,0,2012-06-23,Country,English,,,,,,
37372,Changed The Way You Kissed Me,Example,2011,0,0,2016-02-25,Dance,English,,,,,,
45135,Changer,Maître Gims,2013,0,0,2014-12-24,French pop,French,,,,,,
20783,Changer,Don Juan,2004,1,0,2016-05-04,"Musical,French pop,Duet",French,,,,,,
34615,Changes,2Pac,1998,0,1,2011-05-30,Rap,English,,,,,,
12736,Changes,David Bowie,1972,0,0,2011-11-03,Rock,Pop,English,,,,,
17304,Changes,Black Sabbath,1972,0,0,2018-05-17,Soft rock,English,,,,,,
47039,Changes,Faul & Wad Ad,2013,0,0,2014-07-17,Dance,Electro,English,,,,,
16314,"Changes in Latitudes, Changes in Attitudes",Jimmy Buffett,2004,0,1,2011-10-21,Country,English,,,,,,
47496,Changing,Sigma,2014,0,0,2014-09-15,Electro,Dance,English,,,,,
13569,Chanson d'ami,Zazie,2001,0,0,2012-04-27,French pop,French,,,,,,
13234,Chanson D'Amour,Manhattan Transfer,1966,0,0,2011-05-31,Love,Pop,English,French,,,,
23809,Chanson d'amour,The McGuire Sisters,1958,0,0,2011-05-30,Oldies,Love,Jazz,English,French,,,
35471,Chanson D'Enfance,Aspects Of Love,1989,0,0,2012-03-05,Musical,French,,,,,,
41474,Chanson de Maxence,Les Demoiselles de Rochefort,2003,0,0,2016-08-21,"Musical,French pop,TV & movie soundtrack,Jazz",French,,,,,,
32437,Chanson des jumelles,Les Demoiselles de Rochefort,1967,1,0,2014-12-08,"Musical,Jazz,Duet,TV & movie soundtrack,French pop",French,,,,,,
33426,Chanson hypocalorique,Alice Dona,1978,0,0,2011-09-03,"French pop,Humour,Latin",French,,,,,,
10343,Chanson populaire,Claude François,1973,0,0,2016-02-25,French pop,French,,,,,,
26492,Chanson pour Anna,Daniel Guichard,1974,0,0,2013-05-17,French pop,French,,,,,,
38814,Chanson pour hier et demain,Marie-Mai,2004,0,0,2016-08-25,French pop,French,,,,,,
10216,Chanson pour l'Auvergnat,Georges Brassens,1955,0,0,2011-06-09,French pop,French,,,,,,
30255,Chanson pour Pierrot,Renaud,1979,0,0,2012-02-14,French pop,French,,,,,,
21150,Chanson sur ma drôle de vie,Véronique Sanson,1973,0,0,2014-07-07,French pop,French,,,,,,
34061,Chanson sur ma drôle de vie,Tout ce qui brille,2010,1,0,2014-07-08,"French pop,TV & movie soundtrack,Duet",French,,,,,,
52992,Chante,Love Michel Fugain,2017,0,0,2017-05-04,"Kids,French pop",French,,,,,,
12344,Chante,Les Forbans,1982,0,0,2014-07-16,"French pop,Rock 'n Roll",French,,,,,,
46429,Chante,Michel Fugain,2013,0,0,2014-04-07,"French pop,Latin",French,,,,,,
38991,Chante,Marilou,2005,0,0,2013-04-03,French pop,French,,,,,,
