,title,artist,,,,,,,,,,,,
41157,I'm Not One Of Them,Lauren Alaina,2011,0,0,2012-08-21,Country,English,,,,,,
18829,I'm Not Over You,Rhonda Vincent,1993,0,0,2013-04-16,Country,English,,,,,,
49047,I'm Not Rich,Blacko,2015,1,0,2016-02-25,Reggae,Electro,Duet,English,French,,,
26486,I'm Not So Tough,Ilse DeLange,1998,0,0,2011-05-30,Pop,Country,English,,,,,
44267,I'm Not Sorry,Smash,2013,0,0,2013-07-12,"TV & movie soundtrack,Pop,Dance",English,,,,,,
12172,I'm Not That Girl,Wicked,2003,0,0,2013-01-28,Musical,English,,,,,,
47142,I'm Not The Only One,Sam Smith,2014,0,0,2014-07-22,Pop,Soul,English,,,,,
52707,I'm Not the Only One,Boyce Avenue,2016,0,0,2017-03-29,Pop,English,,,,,,
48839,I'm Not The Only One,Postmodern Jukebox,2014,0,0,2015-04-16,Jazz,Pop,English,,,,,
40560,I'm OK,Olly Murs,2011,0,0,2012-07-13,Pop,Soul,English,,,,,
22894,I'm On A Boat,The Lonely Island,2009,0,1,2016-11-03,Rap,R&B,Humour,English,,,,
11345,I'm on Fire,Bruce Springsteen,1984,0,0,2011-07-08,Rock,Blues,English,,,,,
40040,I'm On My Way,The Proclaimers,1988,0,0,2012-06-28,Pop,English,,,,,,
6848,I'm On The Outside (Looking In),Little Anthony And The Imperials,1966,0,0,2011-10-08,Oldies,English,,,,,,
40691,I'm On You,DJ Antoine,2012,0,0,2016-02-25,Dance,R&B,English,,,,,
24776,I'm Only Me When I'm With You,Taylor Swift,2006,0,0,2011-05-30,Pop,Rock,English,,,,,
44932,I'm Out,Ciara,2013,0,1,2016-02-25,Rap,R&B,English,,,,,
12425,I'm Outta Love,Anastacia,2000,0,0,2011-05-31,Disco,R&B,English,,,,,
6601,I'm Over You,Keith Whitley,1989,0,0,2016-07-12,Country,English,,,,,,
9816,I'm Ready,Tevin Campbell,1993,0,0,2011-11-25,Teen pop,English,,,,,,
47744,I'm Ready,AJR,2014,0,0,2014-12-12,"Teen pop,Pop,Electro",English,,,,,,
15335,I'm Ready,Cherie,2004,0,0,2012-06-07,"Pop,Teen pop,R&B",English,,,,,,
7778,I'm Real,Jennifer Lopez,2001,0,0,2013-12-03,Pop,R&B,English,,,,,
33665,I'm Scared,Duffy,2008,0,0,2015-09-24,"Soft rock,Pop,Soul",English,,,,,,
41466,I'm Shakin',Jack White,2012,0,0,2012-11-01,Rock,Blues,English,,,,,
25792,I'm Shakin',Rooney,2004,0,0,2013-11-05,Pop,Rock,English,,,,,
39758,I'm Shipping Up To Boston,Dropkick Murphys,2005,0,0,2013-03-23,Celtic,Punk/Grunge,English,,,,,
51586,I'm So Afraid Of Losing You Again,Charley Pride,1969,0,0,2016-09-17,Country,Love,English,,,,,
11282,I'm So Excited,The Pointer Sisters,1982,0,0,2008-03-25,Pop,Soul,English,,,,,
43401,I'm So Excited,De Toppers,2006,0,0,2016-08-05,Pop,English,,,,,,
9627,I'm So Happy I Can't Stop Crying,Toby Keith,1996,0,0,2012-06-23,Country,English,,,,,,
11265,I'm So Into You,SWV,1992,0,0,2013-12-06,R&B,English,,,,,,
17960,I'm So Lonesome I Could Cry,"Hank Williams, Sr.",1949,0,0,2015-05-20,Country,Oldies,English,,,,,
16933,I'm So Lonesome I Could Cry,B. J. Thomas,1966,0,0,2014-12-08,Country,English,,,,,,
7034,I'm So Lonesome I Could Cry,Elvis Presley,1973,0,0,2011-05-30,Love,Rock,English,,,,,
36114,I'm So Ronery,Team America: World Police,2004,0,1,2012-01-08,"TV & movie soundtrack,Musical,Humour",English,,,,,,
15771,I'm So Sick,Flyleaf,2006,0,0,2012-08-23,Hard/Metal,English,,,,,,
30402,I'm So Tired,The Beatles,1968,0,0,2011-05-31,Rock,Blues,English,,,,,
23875,I'm So Young,The Students,1961,0,0,2011-11-25,Oldies,Rock,English,,,,,
13890,I'm Sorry,Brenda Lee,1960,0,0,2012-05-02,Oldies,English,,,,,,
18249,I'm Sorry,John Denver,1975,0,0,2013-07-01,Folk,Country,Pop,English,,,,
9019,I'm Sorry,The Platters,1956,0,0,2016-02-26,Jazz,Oldies,English,,,,,
20748,I'm Still A Guy,Brad Paisley,2008,0,0,2011-05-30,Country,English,,,,,,
5747,I'm Still Here,Vertical Horizon,2003,0,0,2012-06-13,Pop,Rock,English,,,,,
16362,I'm Still Here (Jim's Theme),John Rzeznik,2003,0,0,2011-05-31,"TV & movie soundtrack,Rock",English,,,,,,
16814,I'm Still In Love With You,Al Green,1972,0,0,2012-07-03,Pop,Soul,English,,,,,
52638,I'm Still Standing,Sing,2016,0,0,2017-02-24,"Pop,Rock,TV & movie soundtrack,Musical",English,,,,,,
13120,I'm Still Standing,Elton John,1983,0,0,2011-10-12,Pop,Rock,English,,,,,
23876,I'm Still Waiting,Jodeci,1991,0,0,2011-10-03,Soul,Love,English,,,,,
18035,I'm Stone In Love With You,The Stylistics,1972,0,0,2014-08-24,Soul,English,,,,,,
29797,I'm Stupid (Don't Worry 'Bout Me),Prime STH,2001,0,0,2012-05-25,Rock,Pop,English,,,,,
37079,I'm The Greatest Star,Barbra Streisand,1968,0,0,2011-10-02,"Musical,TV & movie soundtrack",English,,,,,,
53372,I'm the One,DJ Khaled,2017,0,1,2017-09-05,R&B,Rap,English,,,,,
16382,I'm The Only Hell (Mama Ever Raised),Johnny Paycheck,1977,0,0,2018-04-25,Country,English,,,,,,
10084,I'm The Only One,Melissa Etheridge,1993,0,0,2011-05-31,Blues,Rock,English,,,,,
40423,I'm Through With Love,Marilyn Monroe,1959,0,0,2013-05-22,Oldies,Jazz,English,,,,,
28799,I'm Through With Love,Jane Monheit,2001,0,0,2011-05-31,Jazz,English,,,,,,
50211,I'm To Blame,Kip Moore,2015,0,0,2016-06-06,Country,English,,,,,,
6382,I'm Too Sexy,Right Said Fred,1992,0,0,2011-05-30,Humour,Pop,English,,,,,
44733,I'm Tore Down,Eric Clapton,1994,0,0,2013-09-27,"Blues,Rock,Rock 'n Roll",English,,,,,,
47560,I'm Tore Down,The Jeff Healey Band,1989,0,0,2014-09-25,Blues,Rock,English,,,,,
22971,I'm Walkin',Fats Domino,1957,0,0,2012-08-14,"Rock 'n Roll,Blues",English,,,,,,
31652,I'm Walkin',Ricky Nelson,1957,0,0,2018-01-08,Rock 'n Roll,English,,,,,,
29315,I'm Walking Behind You,Eddie Fisher,1953,0,0,2011-05-30,Jazz,English,,,,,,
13082,I'm With the Band,Little Big Town,2007,0,0,2011-09-20,Country,English,,,,,,
7201,I'm With You,Avril Lavigne,2002,0,0,2007-05-04,Pop,Rock,English,,,,,
34183,I'm Young And Healthy,42nd Street,1933,0,0,2012-01-22,Oldies,Jazz,English,,,,,
9296,I'm Your Angel,Céline Dion,1998,1,0,2007-05-04,Love,Pop,Duet,Christmas,English,,,
6107,I'm Your Baby Tonight,Whitney Houston,1990,0,0,2011-10-31,Pop,Soul,English,,,,,
7519,I'm Your Boogie Man,KC & The Sunshine Band,1976,0,0,2011-05-30,Disco,English,,,,,,
41009,I'm Your Boogieman,White Zombie,1996,0,1,2012-08-24,"Hard/Metal,Alternative,Rock,TV & movie soundtrack",English,,,,,,
55869,I'm Your Captain (Closer to Home),Grand Funk Railroad,1970,0,0,2018-08-07,Rock,English,,,,,,
28990,I'm Your Daddy,Weezer,2010,0,0,2011-09-23,Rock,Pop,Alternative,English,,,,
56028,I'm Your Man,Leonard Cohen,1988,0,0,2018-08-22,Soft rock,English,,,,,,
12141,I'm Your Man,Michael Bublé,2007,0,0,2011-12-05,Jazz,Oldies,English,,,,,
14563,I'm Your Man,Wham!,1985,0,0,2011-10-08,Pop,Dance,English,,,,,
32877,I'm Your Man (Live From Madison Square Garden),Michael Bublé,2009,0,0,2011-05-30,Jazz,English,,,,,,
16197,I'm Your Puppet,James & Bobby Purify,1966,0,0,2016-11-20,Soul,Oldies,English,,,,,
20158,I'm Yours,Jason Mraz,2008,0,0,2008-08-18,"Pop,Soft rock",English,,,,,,
39491,I'm Yours,Caro Emerald,2009,0,0,2012-04-05,Pop,Jazz,English,,,,,
34976,I'm Yours,The Script,2008,0,0,2011-05-31,"Soft rock,Pop",English,,,,,,
53800,I'm Yours,Dean Martin,1953,0,0,2017-08-23,Jazz,Love,English,,,,,
52410,I'm Yours / Somewhere Over The Rainbow,Straight No Chaser,2010,0,0,2017-02-10,Pop,English,,,,,,
52637,I've Always Been Crazy,Waylon Jennings,1978,0,0,2017-09-27,Country,English,,,,,,
35962,I've Been Away Too Long,George Baker Selection,1975,0,0,2012-03-05,Pop,Love,English,,,,,
42496,I've Been Everywhere,Johnny Cash,1996,0,0,2013-01-27,"Country,Rock 'n Roll",English,,,,,,
30535,I've Been Losing You,a-ha,1986,0,0,2012-02-08,80s,Pop,English,,,,,
7140,I've Been Loving You Too Long,Otis Redding,1965,0,0,2011-05-30,Soul,Love,Oldies,English,,,,
45142,I've Been Loving You Too Long,Etta James,1997,0,0,2013-10-26,Blues,English,,,,,,
30671,I've Been Loving You Too Long,Seal,2008,0,0,2011-05-30,Soul,Pop,Love,English,,,,
56124,I've Been Waiting For You,Mamma Mia! Here We Go Again,2018,0,0,2018-09-14,"TV & movie soundtrack,Musical,Pop,Disco",English,,,,,,
25182,I've Been Working On The Railroad,1920s Standards,1927,0,0,2011-05-31,Country,Oldies,English,,,,,
37368,I've Got a Dream,Tangled,2010,0,0,2015-03-27,"TV & movie soundtrack,Kids",English,,,,,,
40791,I've Got A Feeling,The Beatles,1970,0,0,2012-08-15,Rock,Blues,English,,,,,
31710,I've Got A Lot to Learn About Love,The Storm,1992,0,0,2012-02-09,Rock,English,,,,,,
29316,I've Got A Right,Oleta Adams,1990,0,0,2012-02-22,Jazz,English,,,,,,
21286,I've Got a Rock n Roll Heart,Eric Clapton,1983,0,0,2014-01-18,Pop,Blues,Rock,English,,,,
10890,I've Got a Thing About You Baby,Elvis Presley,1974,0,0,2017-01-18,"Rock,Soft rock",English,,,,,,
52033,I've Got a Thing About You Baby (with the Royal Philharmonic Orchestra),Elvis Presley,2016,0,0,2017-01-16,Rock 'n Roll,English,,,,,,
15255,I've Got A Tiger By The Tail,Buck Owens,1965,0,0,2014-08-21,Country,English,,,,,,
8533,I've Got Dreams To Remember,Otis Redding,1968,0,0,2012-10-19,Soul,English,,,,,,
25257,I've Got Friends That Do,Tim McGraw,2006,0,0,2011-05-30,"Country,Soft rock",English,,,,,,
19104,I've Got Love On My Mind,Natalie Cole,1977,0,0,2016-04-04,Soul,Love,English,,,,,
8414,I've Got My Love to Keep Me Warm,Ella Fitzgerald,1956,0,0,2011-05-30,Christmas,Jazz,English,,,,,
28943,I've Got My Love to Keep Me Warm,Dean Martin,1959,0,0,2011-12-12,Christmas,Jazz,English,,,,,
29532,I've Got My Love to Keep Me Warm,Rod Stewart,2005,0,0,2011-10-08,Christmas,Jazz,English,,,,,
6505,I've Got The Music In Me,Kiki Dee,1974,0,0,2007-05-31,Pop,Rock,English,,,,,
41149,I've Got The World On A String,Frank Sinatra,1963,0,0,2012-10-02,Jazz,English,,,,,,
17566,I've Got The World On A String,Céline Dion,2004,0,0,2011-05-31,Jazz,English,,,,,,
12188,I've Got The World On A String,Michael Bublé,2006,0,0,2011-11-19,Jazz,Oldies,English,,,,,
8309,I've Got The World On A String (duo),Frank Sinatra,1953,1,0,2013-11-01,Oldies,Duet,English,,,,,
40624,I've Got The World On A String (live),Michael Bublé,2009,0,0,2012-07-31,Jazz,English,,,,,,
29533,I've Got To See You Again,Norah Jones,2002,0,0,2011-08-26,Jazz,English,,,,,,
29317,I've Got To Sing My Song,Oleta Adams,1990,0,0,2011-05-31,"Soft rock,Soul",English,,,,,,
54928,I've Got To Use My Imagination,Gladys Knight & The Pips,1973,0,0,2018-02-09,Soul,Funk,English,,,,,
6770,I've Got You,Marc Anthony,2002,0,0,2012-06-28,Pop,English,,,,,,
10456,I've Got You Under My Skin,Frank Sinatra,1953,0,0,2007-05-04,Oldies,English,,,,,,
5358,I've Got You Under My Skin,Michael Bublé,2005,0,0,2011-11-28,Jazz,English,,,,,,
55115,I've Got You Under My Skin,Seal,2017,0,0,2018-03-14,Jazz,English,,,,,,
23900,I've Got You Under My Skin,Diana Krall,1999,0,0,2011-05-30,Jazz,Love,English,,,,,
46032,I've Got You Under My Skin,Forever Gentlemen,2013,1,0,2014-02-20,Jazz,Oldies,Duet,English,,,,
55556,I've Got You Under My Skin,Frankie Valli,1966,0,0,2018-05-31,Pop,English,,,,,,
52472,I've Got You Under My Skin (Live),Michael Bublé,2005,0,0,2017-02-03,Jazz,English,,,,,,
8308,I've Got You Under My Skin (with Bono),Frank Sinatra,1993,1,0,2013-07-25,Jazz,Duet,English,,,,,
6708,I've Gotta Be Me,Sammy Davis Jr.,1968,0,0,2015-05-06,Musical,Love,Pop,English,,,,
49155,I've Grown Accustomed To Her Face,Dean Martin,1960,0,0,2015-05-27,Jazz,Oldies,English,,,,,
21447,I've Just Seen a Face,The Beatles,1965,0,0,2011-11-25,Folk,Rock,Pop,English,,,,
13236,I've Never Been to Me,Charlene,1977,0,0,2018-06-15,"Soft rock,Pop",English,,,,,,
53797,I've Never Been To Me,Randy Crawford,1976,0,0,2017-08-16,Pop,English,,,,,,
35581,I've Seen That Face Before (Libertango),Grace Jones,1981,0,0,2016-03-29,80s,Reggae,French,English,,,,
41379,I've Still Got My Health,Bette Midler,1988,0,0,2012-09-03,"TV & movie soundtrack,Jazz",English,,,,,,
47625,I've Told You Now,Sam Smith,2013,0,0,2014-10-13,Pop,Soul,English,,,,,
19693,Ibiza,Ibo,1985,0,0,2016-11-14,Schlager,80s,German,,,,,
41035,Ice Box (clean),Omarion,2007,0,0,2014-05-07,"R&B,Teen pop",English,,,,,,
8799,Ice Cream,Sarah McLachlan,1993,0,0,2012-02-09,Pop,Rock,English,,,,,
35590,Ice Cream,Raekwon,1995,0,1,2013-07-10,Rap,English,,,,,,
26768,Ice Cream Freeze (Let's Chill),Miley Cyrus,2009,0,0,2015-05-26,"Teen pop,Country",English,,,,,,
17713,Ice Cream Man,Van Halen,1978,0,0,2015-05-28,"Hard/Metal,Blues,Rock 'n Roll",English,,,,,,
14565,Ice Ice Baby,Vanilla Ice,1990,0,0,2011-05-30,Rap,English,,,,,,
36184,Ice Ice Baby,Richard Cheese,2006,0,0,2011-05-31,Humour,Jazz,English,,,,,
38054,Ice in the Sun,Status Quo,1968,0,0,2016-02-25,Rock,Pop,English,,,,,
30619,Ice Queen,Within Temptation,2001,0,0,2011-05-31,Hard/Metal,English,,,,,,
50000,Ich & du,Gestört aber GeiL,2015,0,0,2016-03-02,Dance,Electro,German,,,,,
50557,Ich & du (SPYZR Remix),Gestört aber GeiL,2015,0,0,2016-03-16,Electro,Dance,German,,,,,
26433,Ich atme ein,Roger Cicero,2006,0,0,2012-11-21,Pop,Jazz,Love,German,,,,
26268,Ich bau Dir ein Schloss,Jürgen Drews,2009,0,0,2016-04-26,Dance,Schlager,Pop,German,,,,
52460,Ich bin bereit,Moana,2016,0,0,2017-02-10,"TV & movie soundtrack,Pop",German,,,,,,
40233,Ich bin ich,Glasperlenspiel,2012,0,0,2013-02-05,Pop,Electro,German,,,,,
19415,Ich Bin Ich (Wir Sind Wir),Rosenstolz,2006,0,0,2011-10-31,Pop,Rock,German,,,,,
42580,Ich bin ja kein Mann,Linda Hesse,2012,0,0,2014-02-05,Schlager,Pop,German,,,,,
38422,Ich bin solo,Mickie Krause,2010,0,0,2012-02-13,Schlager,German,,,,,,
19459,Ich Bin Verliebt In Die Liebe,Chris Roberts,1970,0,0,2016-01-14,Schlager,German,,,,,,
30735,Ich bin von kopf bis fuss auf liebe eingestellt,Marlene Dietrich,1930,0,0,2015-05-27,"Oldies,TV & movie soundtrack,Love",German,,,,,,
16990,Ich bin wie du,Marianne Rosenberg,1975,0,0,2014-07-26,Disco,Schlager,German,,,,,
41725,Ich brauch' das Gefühl,Helene Fischer,2009,0,0,2016-08-21,Schlager,German,,,,,,
53630,Ich brenn' durch mit dir (Berlin),Fantasy,2017,0,0,2017-08-14,Schlager,Dance,German,,,,,
22951,Ich Fang' Dir Den Mond,Andreas Martin,2008,0,0,2016-08-20,Dance,Electro,Pop,German,,,,
27376,Ich fange nie mehr was an einem Sonntag an,Oliver Haidt,2008,0,0,2012-06-17,Schlager,Dance,German,,,,,
43737,Ich fange nie mehr was an einem sonntag an,Diana Sorbello,2006,0,0,2013-07-30,Schlager,German,,,,,,
51805,Ich fege die Sterne zusammen,Roland Kaiser,2014,0,0,2016-11-10,Schlager,German,,,,,,
24590,Ich fühl wie du,Peter Maffay,1993,0,0,2012-03-24,Soft rock,German,,,,,,
26479,Ich geh in Flammen auf,Rosenstolz,2006,0,0,2011-11-09,Pop,Rock,German,,,,,
36388,Ich geh' für dich durchs Feuer,Amigos,2007,0,0,2016-06-05,Schlager,German,,,,,,
25767,Ich gehör nur mir,Elisabeth,1992,0,0,2012-11-11,Musical,German,,,,,,
29972,Ich glaub Dir hundert Lügen,Helene Fischer,2007,0,0,2013-01-03,Schlager,Pop,German,,,,,
55070,Ich glaub es geht schon wieder los,Markus Becker,2005,1,0,2018-03-06,Dance,Schlager,Duet,German,,,,
54973,Ich glaub es geht schon wieder los (Neuaufnahme 2017),Roland Kaiser,2017,0,0,2018-01-25,Schlager,Dance,German,,,,,
20310,Ich Glaub' Es Geht Schon Wieder Los,Roland Kaiser,1988,0,0,2015-06-11,Schlager,German,,,,,,
52515,Ich hab den Jürgen Drews gesehn,Mickie Krause,2016,0,0,2017-02-27,Schlager,Dance,German,,,,,
35905,Ich hab' dir nie den Himmel versprochen,Tanja Berg,1971,0,0,2013-04-18,Schlager,German,,,,,,
20008,Ich hab' geträumt von dir,Matthias Reim,1990,0,0,2015-08-03,80s,Schlager,German,,,,,
49304,Ich hör auf mein Herz,Christina Stürmer,2013,0,0,2016-02-11,Schlager,Rock,German,,,,,
17395,Ich kann nicht mehr,Jennifer Rostock,2011,0,0,2013-01-23,Rock,Alternative,German,,,,,
46239,Ich lass für dich das Licht an,Revolverheld,2013,0,0,2015-01-27,Pop,Rock,German,,,,,
42560,Ich laufe,Tim Bendzko,2011,0,0,2016-06-05,Pop,German,,,,,,
19463,Ich Lebe,Christina Stürmer,2003,0,0,2014-06-17,Pop,Rock,German,,,,,
49040,Ich lebe jetzt,Helene Fischer,2011,0,0,2016-08-23,"Schlager,Soft rock",German,,,,,,
53199,Ich lieb dich überhaupt nicht mehr,Hinterm Horizont,2011,0,0,2017-07-27,Musical,German,,,,,,
43664,Ich lieb' dich,Pur,1995,0,0,2013-07-08,Pop,Rock,German,,,,,
29266,Ich lieb' dich überhaupt nicht mehr,Udo Lindenberg,1988,0,0,2012-01-08,Love,Pop,German,,,,,
37848,Ich liebe das leben,Vicky Léandros,1975,0,0,2011-11-20,Schlager,German,,,,,,
34538,Ich liebe das Leben,Andrea Berg,2010,0,0,2011-12-22,Schlager,Dance,German,,,,,
54534,Ich liebe das Leben (25 Jahre Remix),Andrea Berg,2017,0,0,2017-12-01,Schlager,Dance,German,,,,,
22278,Ich möcht' so gern Dave Dudley hör'n,Truck Stop,1978,0,0,2014-11-21,Country,Schlager,German,,,,,
27950,Ich möchte so gerne mal nach Nashville,Western Union,1982,0,0,2014-10-06,Pop,Country,German,,,,,
17209,Ich Schau Dich An (Peep Peep),Spider Murphy Gang,1999,0,0,2018-04-07,"Pop,Soft rock",German,,,,,,
40031,Ich schieß dich auf den Mond,Andrea Berg,2011,0,0,2015-02-02,Dance,Schlager,German,,,,,
54124,Ich seh nur Dich,Maria Voskania,2017,0,0,2017-10-12,Schlager,Dance,German,,,,,
50890,Ich sterb für dich,Vanessa Mai,2016,0,0,2016-06-06,Schlager,Dance,German,,,,,
20083,Ich sterbe nicht nochmal,Nino De Angelo,1983,0,0,2017-01-12,Schlager,German,,,,,,
37849,Ich sterbe nicht nochmal,Andrea Berg,2001,0,0,2011-11-09,Schlager,German,,,,,,
54221,Ich tanze leise,Wincent Weiss,2017,0,0,2017-10-11,Pop,German,,,,,,
40771,Ich Tanze Mit Dir In Den Himmel Hinein,Lilian Harvey,1937,1,0,2013-07-24,Oldies,Duet,Schlager,German,,,,
54858,Ich trink auf dich,Mark Forster,2015,1,0,2018-02-08,Pop,Duet,German,,,,,
49733,Ich versprech dir nichts und geb dir alles,Wolkenfrei,2013,0,0,2016-12-12,Schlager,German,,,,,,
19196,Ich war noch niemals in New York,Ich War Noch Niemals In New York,2007,0,0,2012-07-21,Schlager,Musical,German,,,,,
51462,Ich war noch niemals in New York,Willi Herren,2010,0,0,2016-09-06,Schlager,Dance,German,,,,,
19482,"Ich weiß, was ich will",Udo Jürgens,1979,0,0,2014-11-27,Schlager,Disco,German,,,,,
50995,Ich werde lächeln wenn Du gehst,Andrea Berg,2016,0,0,2016-04-22,Schlager,Dance,German,,,,,
54121,Ich werde lächeln wenn Du gehst (Fox Mix),Andrea Berg,2016,0,0,2017-09-27,Schlager,Dance,German,,,,,
40239,Ich werde wieder tanzen geh'n,Andrea Berg,2010,0,0,2016-06-05,Schlager,German,,,,,,
19314,Ich Will 'Nen Cowboy Als Mann,Gitte Hænning,1963,0,0,2015-07-11,Schlager,Country,German,,,,,
19558,Ich Will Alles,Gitte Hænning,1982,0,0,2015-07-08,Pop,Schlager,German,,,,,
33754,Ich will immer wieder... dieses Fieber spür'n,Helene Fischer,2008,0,0,2012-07-16,Schlager,German,,,,,,
27069,Ich will keine schokolade,Trude Herr,1960,0,0,2012-02-03,Pop,Blues,German,,,,,
36369,Ich will mit dir fliegen,DJ Ötzi,2010,0,0,2011-11-09,Dance,Schlager,German,,,,,
41728,Ich will nur,Philipp Poisel,2012,0,0,2016-06-05,Pop,Love,German,,,,,
50217,Ich will nur dass du weißt,SDP,2015,0,0,2016-10-11,Schlager,Rap,German,,,,,
19602,Ich will Spaß,Markus,1982,0,0,2015-08-06,80s,Schlager,Rock,German,,,,
49030,"Ich will, ich kann (I Can, I Will)",Udo Jürgens,1986,1,0,2016-08-26,Schlager,Love,Duet,German,English,,,
53222,Ich wollte mich nie mehr verlieben,Helene Fischer,2017,0,0,2017-06-12,Schlager,Dance,German,,,,,
41437,Ich wollte nie erwachsen sein (Nessaja),Helene Fischer,2011,0,0,2012-09-05,Schlager,Pop,German,,,,,
33542,Ich wollte nie erwachsen sein (Nessaja) Duet,Peter Maffay,1994,1,0,2012-08-23,Pop,Schlager,Duet,German,,,,
19208,Ich wollte nie erwachsen sein (Nessajas Lied),Peter Maffay,1994,0,0,2014-06-16,Schlager,German,,,,,,
51431,Ich würd' es wieder tun,Udo Jürgens,1982,0,0,2016-09-17,Schlager,Love,German,,,,,
39795,Ich zähle täglich meine Sorgen,Peter Alexander,1960,0,0,2016-06-05,"Schlager,TV & movie soundtrack,Oldies",German,,,,,,
49804,"Ich, Roque",Sportfreunde Stiller,2004,0,0,2016-07-01,Alternative,Rock,German,,,,,
44700,Ici ailleurs,Emmanuel Moire,2013,0,0,2015-06-24,French pop,French,,,,,,
46227,Ici ou là-bas,Dreams : 1 rêve 2 vies,2014,0,0,2016-02-25,"TV & movie soundtrack,French pop",French,,,,,,
12200,Icky Thump,The White Stripes,2007,0,0,2017-02-17,Rock,Alternative,Punk/Grunge,English,,,,
53842,iD,Michael Patrick Kelly,2017,0,0,2017-09-05,Pop,English,,,,,,
24378,Idéaliste,Captain Samouraï Flower,2009,0,0,2016-02-25,French pop,French,,,,,,
17530,Idées noires,Bernard Lavilliers,1983,1,0,2016-03-24,"French pop,Duet",French,,,,,,
54987,IDGAF,Dua Lipa,2017,0,1,2018-02-11,Pop,English,,,,,,
39022,Idiot,Michelle,2002,1,0,2013-07-24,Schlager,Dance,Duet,German,,,,
32541,Iedereen is van de wereld,The Scene,1991,0,0,2012-08-13,Rock,Pop,Dutch,,,,,
30040,If,Bread,1971,0,0,2012-01-10,Soft rock,English,,,,,,
6138,If,Janet Jackson,1993,0,0,2013-12-06,Pop,Rock,R&B,English,,,,
49559,If,Bernard Lavilliers,1988,0,0,2017-11-08,French pop,French,,,,,,
24284,If,Jane Monheit,2000,0,0,2012-01-30,Jazz,English,,,,,,
24277,If A Song Could Get Me You,Marit Larsen,2009,0,0,2011-12-10,Pop,Folk,English,,,,,
10131,If Bubba Can Dance (I Can Too),Shenandoah,1993,0,0,2017-10-31,Country,English,,,,,,
17683,If Every Day Was Like Christmas Day,Elvis Presley,1966,0,0,2017-12-11,"Christmas,Oldies,Soft rock",English,,,,,,
27539,If Heartaches Had Wings,Joanie Keller,2003,0,0,2013-03-13,Country,English,,,,,,
11517,If Heaven,Andy Griggs,2004,0,0,2012-03-05,Country,English,,,,,,
15988,If Heaven Ain't A Lot Like Dixie,"Hank Williams, Jr.",1982,0,0,2018-06-24,Country,English,,,,,,
38280,If Heaven Was Needing A Hero,Jo Dee Messina,2005,0,0,2012-07-07,Country,English,,,,,,
37744,If Heaven Wasn't So Far Away,Justin Moore,2011,0,0,2013-03-24,Country,English,,,,,,
23692,If Her Lovin' Don't Kill Me,John Anderson,2001,0,0,2011-09-19,Country,English,,,,,,
5259,If I Ain't Got You,Alicia Keys,2004,0,0,2007-06-25,Soul,Jazz,English,,,,,
38345,If I Ain't Got You (Live),Maroon 5,2010,0,0,2011-11-25,Soul,Pop,English,,,,,
7651,If I Can Dream,Elvis Presley,1968,0,0,2011-05-30,Love,Rock,Pop,Oldies,English,,,
50471,If I Can Dream (with the Royal Philharmonic Orchestra),Elvis Presley,2015,0,0,2016-02-03,Pop,English,,,,,,
32836,If I Can't Have You,Etta James,1962,0,0,2013-07-25,Blues,Jazz,English,,,,,
23794,If I Can't Have You,Kelly Clarkson,2009,0,0,2011-05-31,Dance,Electro,English,,,,,
36885,If I Can't Love Her,Beauty and the Beast (musical),1994,0,0,2015-03-20,Musical,English,,,,,,
36983,If I Could,Céline Dion,2004,0,0,2013-03-05,Pop,Love,English,,,,,
47083,If I Could Change Your Mind,Haim,2014,0,0,2016-02-25,Pop,Rock,Alternative,English,,,,
24285,If I Could Do It All Again,Gretchen Wilson,2009,0,0,2012-04-17,Country,English,,,,,,
55305,If I Could Only Fly,Merle Haggard,2000,0,0,2018-05-09,Country,Love,English,,,,,
35011,If I Could Teach The World,Bone Thugs-N-Harmony,1997,0,0,2013-12-04,R&B,Rap,English,,,,,
54397,If I Could Tell Her,Dear Evan Hansen,2017,0,0,2017-11-28,Musical,Pop,English,,,,,
13279,If I Could Turn Back The Hands Of Time,R. Kelly,1998,0,0,2012-08-23,Love,English,,,,,,
6286,If I Could Turn Back Time,Cher,1989,0,0,2007-07-24,Pop,Rock,English,,,,,
9020,If I Didn't Care,The Platters,1961,0,0,2016-03-15,Soul,Pop,Oldies,English,,,,
43606,If I Didn't Have You,Thompson Square,2012,0,0,2013-07-03,Country,English,,,,,,
38607,If I Didn't Have You,Amanda Marshall,1999,0,0,2011-11-25,Pop,Rock,English,,,,,
42911,If I Didn't Know Better,Nashville,2012,1,0,2013-03-08,"TV & movie soundtrack,Folk,Duet,Country",English,,,,,,
24879,If I Die Tomorrow,Mötley Crüe,2006,0,0,2011-06-28,Rock,Hard/Metal,English,,,,,
32485,If I Die Young,The Band Perry,2010,0,0,2011-05-30,Country,English,,,,,,
45854,If I Don't See You Again,Neil Diamond,2008,0,0,2014-02-05,Folk,English,,,,,,
54909,If I Ever Fall in Love,Shai,1992,0,0,2018-01-30,R&B,English,,,,,,
36176,If I Ever Leave This World Alive,Flogging Molly,2002,0,0,2012-02-07,Pop,Folk,Celtic,English,,,,
6457,If I Ever Lose My Faith In You,Sting,1993,0,0,2011-09-12,Pop,Rock,English,,,,,
